ZONE T ="Simulation time   3650000.00    days"
 0000000001    27.7347918    195.251527    888.439346   -13.6020600   -13.6020600   -13.6020600
 0000000002    27.3885718    195.278393    888.183385   -13.6020600   -13.6020600   -13.6020600
 0000000003    27.2307183    195.035551    888.337050   -13.6020600   -13.6020600   -13.6020600
 0000000004    27.1369883    194.292388    889.062248   -13.6020600   -13.6020600   -13.6020600
 0000000005    27.0716238    193.026063    890.355006   -13.6020600   -13.6020600   -13.6020600
 0000000006    27.0222500    191.387260    892.041421   -13.6020600   -13.6020600   -13.6020600
 0000000007    26.9837838    189.554918    893.924844   -13.6020600   -13.6020600   -13.6020600
 0000000008    26.9538419    187.678269    895.845598   -13.6020600   -13.6020600   -13.6020600
 0000000009    26.9314020    185.779734    897.779031   -13.6020600   -13.6020600   -13.6020600
 0000000010    26.9164185    183.274260    900.317073   -13.6020600   -13.6020600   -13.6020600
 0000000011    26.9097839    176.027339    907.536282   -13.6020600   -13.6020600   -13.6020600
 0000000012    26.9120491    157.940408    924.650337   -13.6020600   -13.6020600   -13.6020600
 0000000013    26.9201262    141.515382    939.096368   -13.6020600   -13.6020600   -13.6020600
 0000000014    26.9304911    128.123870    950.116135   -13.6020600   -13.6020600   -13.6020600
 0000000015    26.9415130    117.043156    958.718933   -13.6020600   -13.6020600   -13.6020600
 0000000016    26.9524978    107.663500    965.631463   -13.6020600   -13.6020600   -13.6020600
 0000000017    26.9631532    99.6257970    971.279829   -13.6020600   -13.6020600   -13.6020600
 0000000018    26.9733585    92.7188654    975.925614   -13.6020600   -13.6020600   -13.6020600
 0000000019    26.9830673    86.7944561    979.753244   -13.6020600   -13.6020600   -13.6020600
 0000000020    26.9922572    81.7725784    982.880944   -13.6020600   -13.6020600   -13.6020600
 0000000021    27.0009741    78.8354554    984.660516   -13.6020600   -13.6020600   -13.6020600
 0000000022    27.0092488    76.9784171    985.766973   -13.6020600   -13.6020600   -13.6020600
 0000000023    27.0171487    75.5666688    986.598360   -13.6020600   -13.6020600   -13.6020600
 0000000024    27.0247355    74.3881647    987.285833   -13.6020600   -13.6020600   -13.6020600
 0000000025    27.0320535    73.3556758    987.883158   -13.6020600   -13.6020600   -13.6020600
 0000000026    27.0391339    72.4264784    988.416708   -13.6020600   -13.6020600   -13.6020600
 0000000027    27.0459995    71.5765772    988.901362   -13.6020600   -13.6020600   -13.6020600
 0000000028    27.0526678    70.7910110    989.346449   -13.6020600   -13.6020600   -13.6020600
 0000000029    27.0591522    70.0596839    989.758303   -13.6020600   -13.6020600   -13.6020600
 0000000030    27.0654634    69.3753621    990.141490   -13.6020600   -13.6020600   -13.6020600
 0000000031    27.0716103    68.7326166    990.499454   -13.6020600   -13.6020600   -13.6020600
 0000000032    27.0776000    68.1272202    990.834890   -13.6020600   -13.6020600   -13.6020600
 0000000033    27.0834386    67.5557813    991.149969   -13.6020600   -13.6020600   -13.6020600
 0000000034    27.0891310    67.0155086    991.446485   -13.6020600   -13.6020600   -13.6020600
 0000000035    27.0946815    66.5040531    991.725946   -13.6020600   -13.6020600   -13.6020600
 0000000036    27.1000936    66.0193991    991.989650   -13.6020600   -13.6020600   -13.6020600
 0000000037    27.1053703    65.5597852    992.238727   -13.6020600   -13.6020600   -13.6020600
 0000000038    27.1105142    65.1236470    992.474180   -13.6020600   -13.6020600   -13.6020600
 0000000039    27.1155274    64.7095735    992.696907   -13.6020600   -13.6020600   -13.6020600
 0000000040    27.1204118    64.3162737    992.907726   -13.6020600   -13.6020600   -13.6020600
 0000000041    27.1251688    63.9425504    993.107389   -13.6020600   -13.6020600   -13.6020600
 0000000042    27.1297999    63.5872794    993.296594   -13.6020600   -13.6020600   -13.6020600
 0000000043    27.1343060    63.2493922    993.475999   -13.6020600   -13.6020600   -13.6020600
 0000000044    27.1386882    62.9278620    993.646227   -13.6020600   -13.6020600   -13.6020600
 0000000045    27.1429472    62.6216916    993.807877   -13.6020600   -13.6020600   -13.6020600
 0000000046    27.1470837    62.3299034    993.961527   -13.6020600   -13.6020600   -13.6020600
 0000000047    27.1510981    62.0515306    994.107740   -13.6020600   -13.6020600   -13.6020600
 0000000048    27.1549908    61.7856102    994.247071   -13.6020600   -13.6020600   -13.6020600
 0000000049    27.1587621    61.5311768    994.380068   -13.6020600   -13.6020600   -13.6020600
 0000000050    27.1624122    61.2872584    994.507274   -13.6020600   -13.6020600   -13.6020600
 0000000051    27.1659409    61.0528736    994.629232   -13.6020600   -13.6020600   -13.6020600
 0000000052    27.1693481    60.8270315    994.746484   -13.6020600   -13.6020600   -13.6020600
 0000000053    27.1726333    60.6087337    994.859569   -13.6020600   -13.6020600   -13.6020600
 0000000054    27.1757958    60.3969809    994.969021   -13.6020600   -13.6020600   -13.6020600
 0000000055    27.1788346    60.1907843    995.075365   -13.6020600   -13.6020600   -13.6020600
 0000000056    27.1817480    59.9891832    995.179105   -13.6020600   -13.6020600   -13.6020600
