Node,  X Coordinate (m),  Y Coordinate (m),  Vapor X Volume Flux (m3/[m2 s]),  Vapor Y Volume Flux (m3/[m2 s]),  Liquid X Volume Flux (m3/[m2 s]),  Liquid Y Volume Flux (m3/[m2 s])
0000000001,    0.00000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.129499873E-08,   0.488833124E-07
0000000002,    50.0000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.189011045E-08,   0.470141414E-07
0000000003,    100.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.283784903E-08,   0.434964423E-07
0000000004,    150.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.346991002E-08,   0.386722439E-07
0000000005,    200.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.378708437E-08,   0.333323379E-07
0000000006,    250.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.384036497E-08,   0.280368266E-07
0000000007,    300.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.369271104E-08,   0.231255023E-07
0000000008,    350.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.340763835E-08,   0.187722767E-07
0000000009,    400.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.303941360E-08,   0.150370527E-07
0000000010,    450.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.263077071E-08,   0.119090714E-07
0000000011,    500.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.221249804E-08,   0.933796912E-08
0000000012,    550.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.180621362E-08,   0.725511564E-08
0000000013,    600.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.142480754E-08,   0.558619501E-08
0000000014,    650.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.107485034E-08,   0.425950662E-08
0000000015,    700.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.757881607E-09,   0.321018965E-08
0000000016,    750.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.474236008E-09,   0.238256847E-08
0000000017,    800.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,   0.220314496E-09,   0.172912627E-08
0000000018,    850.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,   0.121172399E-08
0000000019,    900.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.640482304E-11,   0.798382048E-09
0000000020,    950.000000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.209886393E-09,   0.466865206E-09
0000000021,    1000.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.561201238E-09,    0.00000000    
0000000022,    1050.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.712897082E-09,  -0.211560322E-10
0000000023,    1100.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.851986639E-09,  -0.203214836E-09
0000000024,    1150.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.980393297E-09,  -0.354544132E-09
0000000025,    1200.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.110125666E-08,  -0.482688047E-09
0000000026,    1250.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.121550285E-08,  -0.592566072E-09
0000000027,    1300.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.132457251E-08,  -0.688320683E-09
0000000028,    1350.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.142988681E-08,  -0.773009392E-09
0000000029,    1400.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.153175633E-08,  -0.848632864E-09
0000000030,    1450.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.163048591E-08,  -0.917023943E-09
0000000031,    1500.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.172719386E-08,  -0.979884070E-09
0000000032,    1550.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.182243638E-08,  -0.103818497E-08
0000000033,    1600.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.191542830E-08,  -0.109260192E-08
0000000034,    1650.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.200806337E-08,  -0.114464078E-08
0000000035,    1700.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.209955228E-08,  -0.119448007E-08
0000000036,    1750.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.219042975E-08,  -0.124318931E-08
0000000037,    1800.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.228097599E-08,  -0.129164862E-08
0000000038,    1850.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.237172785E-08,  -0.134085388E-08
0000000039,    1900.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.246268885E-08,  -0.139175487E-08
0000000040,    1950.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.255465429E-08,  -0.144575477E-08
0000000041,    2000.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.264787253E-08,  -0.150412666E-08
0000000042,    2050.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.274205934E-08,  -0.156849519E-08
0000000043,    2100.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.283850734E-08,  -0.164135769E-08
0000000044,    2150.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.293691866E-08,  -0.172489892E-08
0000000045,    2200.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.303828466E-08,  -0.182239495E-08
0000000046,    2250.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.314252591E-08,  -0.193721331E-08
0000000047,    2300.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.325004685E-08,  -0.207374658E-08
0000000048,    2350.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.336043865E-08,  -0.223702713E-08
0000000049,    2400.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.347403242E-08,  -0.243342335E-08
0000000050,    2450.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.359031723E-08,  -0.267001462E-08
0000000051,    2500.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.370794343E-08,  -0.295515831E-08
0000000052,    2550.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.382626536E-08,  -0.329897767E-08
0000000053,    2600.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.394274905E-08,  -0.371246401E-08
0000000054,    2650.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.405427776E-08,  -0.420851692E-08
0000000055,    2700.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.415767556E-08,  -0.480173775E-08
0000000056,    2750.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.424769400E-08,  -0.550757278E-08
0000000057,    2800.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.431858038E-08,  -0.634277144E-08
0000000058,    2850.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.436242994E-08,  -0.732418000E-08
0000000059,    2900.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.437178903E-08,  -0.846856559E-08
0000000060,    2950.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.433636561E-08,  -0.978988390E-08
0000000061,    3000.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.424740120E-08,  -0.112989045E-07
0000000062,    3050.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.409400937E-08,  -0.129989318E-07
0000000063,    3100.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.386752680E-08,  -0.148845001E-07
0000000064,    3150.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.356114934E-08,  -0.169367549E-07
0000000065,    3200.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.316974258E-08,  -0.191198227E-07
0000000066,    3250.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.269381014E-08,  -0.213784819E-07
0000000067,    3300.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.213740764E-08,  -0.236342303E-07
0000000068,    3350.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.151105679E-08,  -0.257850363E-07
0000000069,    3400.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.829372546E-09,  -0.277055129E-07
0000000070,    3450.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.734190685E-10,  -0.292572940E-07
0000000071,    3500.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.760233635E-10,  -0.122337035E-09
0000000072,    3550.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.730047481E-10,  -0.124072789E-09
0000000073,    3600.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.700089872E-10,  -0.125470879E-09
0000000074,    3650.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.670537575E-10,  -0.126604814E-09
0000000075,    3700.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.641465894E-10,  -0.127297858E-09
0000000076,    3750.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.612967525E-10,  -0.127506447E-09
0000000077,    3800.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.585081012E-10,  -0.127239973E-09
0000000078,    3850.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.557871463E-10,  -0.126534479E-09
0000000079,    3900.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.531360769E-10,  -0.125436605E-09
0000000080,    3950.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.505619349E-10,  -0.123999832E-09
0000000081,    4000.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.480639227E-10,  -0.122276109E-09
0000000082,    4050.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.456475312E-10,  -0.120319159E-09
0000000083,    4100.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.433135547E-10,  -0.118177395E-09
0000000084,    4150.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.410625904E-10,  -0.115896233E-09
0000000085,    4200.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.388970707E-10,  -0.113517193E-09
0000000086,    4250.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.368164839E-10,  -0.111075868E-09
0000000087,    4300.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.348208691E-10,  -0.108603860E-09
0000000088,    4350.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.329107759E-10,  -0.106128173E-09
0000000089,    4400.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.310853404E-10,  -0.103670834E-09
0000000090,    4450.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.293430229E-10,  -0.101250019E-09
0000000091,    4500.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.276822772E-10,  -0.988806715E-10
0000000092,    4550.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.261033595E-10,  -0.965747734E-10
0000000093,    4600.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.246022882E-10,  -0.943401298E-10
0000000094,    4650.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.231787389E-10,  -0.921838935E-10
0000000095,    4700.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.218294718E-10,  -0.901098578E-10
0000000096,    4750.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.205530748E-10,  -0.881210220E-10
0000000097,    4800.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.193470535E-10,  -0.862183087E-10
0000000098,    4850.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.182079137E-10,  -0.844015578E-10
0000000099,    4900.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.171339492E-10,  -0.826704545E-10
0000000100,    4950.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.161229868E-10,  -0.810233376E-10
0000000101,    5000.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.151713658E-10,  -0.794576999E-10
0000000102,    5050.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.142771693E-10,  -0.779714360E-10
0000000103,    5100.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.134375420E-10,  -0.765615897E-10
0000000104,    5150.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.126502796E-10,  -0.752252375E-10
0000000105,    5200.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.119117793E-10,  -0.739590257E-10
0000000106,    5250.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.112216028E-10,  -0.727604167E-10
0000000107,    5300.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.105749165E-10,  -0.716252357E-10
0000000108,    5350.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.997052521E-11,  -0.705512142E-10
0000000109,    5400.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.940682297E-11,  -0.695352284E-10
0000000110,    5450.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.888038525E-11,  -0.685737418E-10
0000000111,    5500.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.838936603E-11,  -0.676642307E-10
0000000112,    5550.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.793201612E-11,  -0.668040223E-10
0000000113,    5600.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.750621491E-11,  -0.659903474E-10
0000000114,    5650.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.711040504E-11,  -0.652206941E-10
0000000115,    5700.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.674174501E-11,  -0.644923791E-10
0000000116,    5750.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.639977424E-11,  -0.638036516E-10
0000000117,    5800.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.608228190E-11,  -0.631518939E-10
0000000118,    5850.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.578759786E-11,  -0.625350537E-10
0000000119,    5900.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.551368718E-11,  -0.619512128E-10
0000000120,    5950.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.526078774E-11,  -0.613990141E-10
0000000121,    6000.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.502567590E-11,  -0.608759137E-10
0000000122,    6050.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.480869325E-11,  -0.603809701E-10
0000000123,    6100.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.460719003E-11,  -0.599120237E-10
0000000124,    6150.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.442116168E-11,  -0.594681677E-10
0000000125,    6200.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.424892701E-11,  -0.590476841E-10
0000000126,    6250.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.409012585E-11,  -0.586494582E-10
0000000127,    6300.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.394316542E-11,  -0.582719236E-10
0000000128,    6350.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.380691950E-11,  -0.579140557E-10
0000000129,    6400.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.368112833E-11,  -0.575750642E-10
0000000130,    6450.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.356554998E-11,  -0.572538219E-10
0000000131,    6500.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.345790546E-11,  -0.569488360E-10
0000000132,    6550.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.335924003E-11,  -0.566598734E-10
0000000133,    6600.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.326692530E-11,  -0.563853332E-10
0000000134,    6650.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.318244198E-11,  -0.561252550E-10
0000000135,    6700.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.310361869E-11,  -0.558780555E-10
0000000136,    6750.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.303033770E-11,  -0.556434638E-10
0000000137,    6800.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.296289073E-11,  -0.554209221E-10
0000000138,    6850.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.289997213E-11,  -0.552093234E-10
0000000139,    6900.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.284149498E-11,  -0.550082527E-10
0000000140,    6950.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.278658342E-11,  -0.548170085E-10
0000000141,    7000.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.273556542E-11,  -0.546352931E-10
0000000142,    7050.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.268718797E-11,  -0.544622675E-10
0000000143,    7100.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.264218653E-11,  -0.542978486E-10
0000000144,    7150.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.259932541E-11,  -0.541411286E-10
0000000145,    7200.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.255856106E-11,  -0.539919584E-10
0000000146,    7250.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.252063611E-11,  -0.538500369E-10
0000000147,    7300.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.248316210E-11,  -0.537142696E-10
0000000148,    7350.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.244806345E-11,  -0.535852688E-10
0000000149,    7400.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.241413592E-11,  -0.534619615E-10
0000000150,    7450.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.238057443E-11,  -0.533440718E-10
0000000151,    7500.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.234852160E-11,  -0.532317927E-10
0000000152,    7550.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.231678822E-11,  -0.531242973E-10
0000000153,    7600.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.228574173E-11,  -0.530215909E-10
0000000154,    7650.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.225458859E-11,  -0.529232434E-10
0000000155,    7700.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.222447112E-11,  -0.528293812E-10
0000000156,    7750.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.219382670E-11,  -0.527391235E-10
0000000157,    7800.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.216302725E-11,  -0.526527109E-10
0000000158,    7850.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.213244369E-11,  -0.525699933E-10
0000000159,    7900.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.210129219E-11,  -0.524904705E-10
0000000160,    7950.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.206956093E-11,  -0.524141784E-10
0000000161,    8000.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.203800665E-11,  -0.523411104E-10
0000000162,    8050.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.200546545E-11,  -0.522706098E-10
0000000163,    8100.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.197192774E-11,  -0.522028529E-10
0000000164,    8150.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.193853408E-11,  -0.521379790E-10
0000000165,    8200.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.190374126E-11,  -0.520751947E-10
0000000166,    8250.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.186792420E-11,  -0.520148598E-10
0000000167,    8300.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.183184007E-11,  -0.519569998E-10
0000000168,    8350.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.179433230E-11,  -0.519010350E-10
0000000169,    8400.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.175615856E-11,  -0.518472709E-10
0000000170,    8450.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.171692887E-11,  -0.517953673E-10
0000000171,    8500.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.167625416E-11,  -0.517452529E-10
0000000172,    8550.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.163451012E-11,  -0.516971232E-10
0000000173,    8600.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.159207234E-11,  -0.516508917E-10
0000000174,    8650.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.154817079E-11,  -0.516061749E-10
0000000175,    8700.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.150279999E-11,  -0.515631564E-10
0000000176,    8750.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.145671807E-11,  -0.515220203E-10
0000000177,    8800.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.140953805E-11,  -0.514823855E-10
0000000178,    8850.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.136087351E-11,  -0.514441614E-10
0000000179,    8900.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.131072002E-11,  -0.514075143E-10
0000000180,    8950.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.125983644E-11,  -0.513726290E-10
0000000181,    9000.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.120745576E-11,  -0.513391216E-10
0000000182,    9050.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.115395581E-11,  -0.513072323E-10
0000000183,    9100.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.109971459E-11,  -0.512769206E-10
0000000184,    9150.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.104358478E-11,  -0.512478477E-10
0000000185,    9200.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.986707737E-12,  -0.512205895E-10
0000000186,    9250.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.929080844E-12,  -0.511948637E-10
0000000187,    9300.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.869557791E-12,  -0.511704173E-10
0000000188,    9350.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.810043207E-12,  -0.511479338E-10
0000000189,    9400.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.748628680E-12,  -0.511266104E-10
0000000190,    9450.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.686837944E-12,  -0.511072064E-10
0000000191,    9500.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.623907088E-12,  -0.510893050E-10
0000000192,    9550.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.560597642E-12,  -0.510731834E-10
0000000193,    9600.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.496527418E-12,  -0.510585571E-10
0000000194,    9650.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.431314404E-12,  -0.510454655E-10
0000000195,    9700.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.365720721E-12,  -0.510342837E-10
0000000196,    9750.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.299746039E-12,  -0.510248760E-10
0000000197,    9800.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.233771424E-12,  -0.510172148E-10
0000000198,    9850.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.166652831E-12,  -0.510110017E-10
0000000199,    9900.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.999154289E-13,  -0.510069005E-10
0000000200,    9950.00000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,  -0.322553472E-13,  -0.510044538E-10
0000000201,    10000.0000    ,    2000.00000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,  -0.510044546E-10
0000000202,    0.00000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,   0.488833124E-07
0000000203,    50.0000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.799582977E-09,   0.470141414E-07
0000000204,    100.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.191472363E-08,   0.434964423E-07
0000000205,    150.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.284221420E-08,   0.386722439E-07
0000000206,    200.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.348169458E-08,   0.333323379E-07
0000000207,    250.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.382638718E-08,   0.280368266E-07
0000000208,    300.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.380909263E-08,   0.232431906E-07
0000000209,    350.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.356238122E-08,   0.190281994E-07
0000000210,    400.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.322776313E-08,   0.153797310E-07
0000000211,    450.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.284653253E-08,   0.122972009E-07
0000000212,    500.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.244950640E-08,   0.974078926E-08
0000000213,    550.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.205832308E-08,   0.765108333E-08
0000000214,    600.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.168674005E-08,   0.596166637E-08
0000000215,    650.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.134240075E-08,   0.460695695E-08
0000000216,    700.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.102844053E-08,   0.352659865E-08
0000000217,    750.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.745287216E-09,   0.266761471E-08
0000000218,    800.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.491045413E-09,   0.198479876E-08
0000000219,    850.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.263070653E-09,   0.144074810E-08
0000000220,    900.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,   0.573943512E-10,   0.100479368E-08
0000000221,    950.000000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,   0.653074086E-09
0000000222,    1000.00000    ,    2050.00000    ,    0.00000000    ,    0.00000000    ,  -0.128284291E-09,   0.367466679E-09
