Node,  X Coordinate (m),  Y Coordinate (m),  Vapor X Volume Flux (m3/[m2 s]),  Vapor Y Volume Flux (m3/[m2 s]),  Liquid X Volume Flux (m3/[m2 s]),  Liquid Y Volume Flux (m3/[m2 s])
0000007613,    8750.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.421196985E-12,  -0.511459252E-10
0000007614,    8800.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.411187582E-12,  -0.511515243E-10
0000007615,    8850.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.400187711E-12,  -0.511566560E-10
0000007616,    8900.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.388265553E-12,  -0.511613559E-10
0000007617,    8950.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.375484046E-12,  -0.511656579E-10
0000007618,    9000.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.361901465E-12,  -0.511695939E-10
0000007619,    9050.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.347572003E-12,  -0.511731933E-10
0000007620,    9100.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.332546318E-12,  -0.511764830E-10
0000007621,    9150.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.316872051E-12,  -0.511794874E-10
0000007622,    9200.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.300594294E-12,  -0.511822286E-10
0000007623,    9250.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.283756004E-12,  -0.511847264E-10
0000007624,    9300.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.266398375E-12,  -0.511869981E-10
0000007625,    9350.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.248561146E-12,  -0.511890591E-10
0000007626,    9400.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.230282875E-12,  -0.511909231E-10
0000007627,    9450.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.211601164E-12,  -0.511926018E-10
0000007628,    9500.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.192552845E-12,  -0.511941054E-10
0000007629,    9550.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.173174142E-12,  -0.511954428E-10
0000007630,    9600.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.153500792E-12,  -0.511966214E-10
0000007631,    9650.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.133568156E-12,  -0.511976476E-10
0000007632,    9700.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.113411295E-12,  -0.511985269E-10
0000007633,    9750.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.930650475E-13,  -0.511992636E-10
0000007634,    9800.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.725640767E-13,  -0.511998615E-10
0000007635,    9850.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.519431609E-13,  -0.512003233E-10
0000007636,    9900.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.312390986E-13,  -0.512006513E-10
0000007637,    9950.00000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,  -0.103847871E-13,  -0.512008469E-10
0000007638,    10000.0000    ,    3850.00000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,  -0.512009114E-10
0000007639,    0.00000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,   0.114356555E-07
0000007640,    50.0000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.348319945E-09,   0.113804125E-07
0000007641,    100.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.104022443E-08,   0.112216539E-07
0000007642,    150.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.171780609E-08,   0.109710875E-07
0000007643,    200.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.237335071E-08,   0.106424373E-07
0000007644,    250.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.300037688E-08,   0.102503864E-07
0000007645,    300.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.359369673E-08,   0.980965272E-08
0000007646,    350.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.414948278E-08,   0.933425732E-08
0000007647,    400.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.466515373E-08,   0.883699911E-08
0000007648,    450.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.513924971E-08,   0.832912669E-08
0000007649,    500.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.557129813E-08,   0.782017824E-08
0000007650,    550.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.596167778E-08,   0.731795517E-08
0000007651,    600.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.631148697E-08,   0.682859444E-08
0000007652,    650.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.689663929E-08,   0.608397849E-08
0000007653,    700.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.713668417E-08,   0.566675420E-08
0000007654,    750.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.734534876E-08,   0.526958431E-08
0000007655,    800.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.752559802E-08,   0.489345457E-08
0000007656,    850.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.768048232E-08,   0.453866220E-08
0000007657,    900.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.781306522E-08,   0.420497346E-08
0000007658,    950.000000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.792636338E-08,   0.389176147E-08
0000007659,    1000.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.802329822E-08,   0.359812495E-08
0000007660,    1050.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.810665851E-08,   0.332299065E-08
0000007661,    1100.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.817907181E-08,   0.306520276E-08
0000007662,    1150.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.824298203E-08,   0.282360226E-08
0000007663,    1200.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.830063017E-08,   0.259709780E-08
0000007664,    1250.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.835403548E-08,   0.238472779E-08
0000007665,    1300.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.840497546E-08,   0.218571181E-08
0000007666,    1350.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.845496429E-08,   0.199948742E-08
0000007667,    1400.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.850523129E-08,   0.182572839E-08
0000007668,    1450.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.855670233E-08,   0.166434064E-08
0000007669,    1500.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.860998851E-08,   0.151543388E-08
0000007670,    1550.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.866538658E-08,   0.137926961E-08
0000007671,    1600.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.872289539E-08,   0.125618923E-08
0000007672,    1650.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.878225104E-08,   0.114652930E-08
0000007673,    1700.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.884298112E-08,   0.105053382E-08
0000007674,    1750.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.890447533E-08,   0.968275344E-09
0000007675,    1800.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.896606661E-08,   0.899597083E-09
0000007676,    1850.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.902711383E-08,   0.844085597E-09
0000007677,    1900.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.908707637E-08,   0.801079689E-09
0000007678,    1950.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.914557105E-08,   0.769714629E-09
0000007679,    2000.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.920240555E-08,   0.748994496E-09
0000007680,    2050.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.925758662E-08,   0.737880461E-09
0000007681,    2100.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.931130722E-08,   0.735380968E-09
0000007682,    2150.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.936392020E-08,   0.740631877E-09
0000007683,    2200.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.941590857E-08,   0.752960533E-09
0000007684,    2250.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.946786002E-08,   0.771936113E-09
0000007685,    2300.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.952044832E-08,   0.797417365E-09
0000007686,    2350.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.957441487E-08,   0.829615489E-09
0000007687,    2400.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.963053227E-08,   0.869191794E-09
0000007688,    2450.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.968951894E-08,   0.917404226E-09
0000007689,    2500.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.975186017E-08,   0.976300498E-09
0000007690,    2550.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.981748027E-08,   0.104892327E-08
0000007691,    2600.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.988520581E-08,   0.113943604E-08
0000007692,    2650.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.995197159E-08,   0.125298555E-08
0000007693,    2700.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.100117602E-07,   0.139497739E-08
0000007694,    2750.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.100543425E-07,   0.156925167E-08
0000007695,    2800.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.100639916E-07,   0.177440860E-08
0000007696,    2850.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.100639916E-07,   0.195595184E-08
0000007697,    2900.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.100184453E-07,   0.207661588E-08
0000007698,    2950.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.988844006E-08,   0.206759318E-08
0000007699,    3000.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.963811330E-08,   0.178106002E-08
0000007700,    3050.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.922656833E-08,   0.965125708E-09
0000007701,    3100.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.861122066E-08,    0.00000000    
0000007702,    3150.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.775448410E-08,  -0.300009892E-08
0000007703,    3200.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.538749116E-08,  -0.958371529E-08
0000007704,    3250.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.409163113E-08,  -0.177526844E-07
0000007705,    3300.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.289972579E-08,  -0.281047445E-07
0000007706,    3350.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.186987697E-08,  -0.387210226E-07
0000007707,    3400.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.979877067E-09,  -0.469981879E-07
0000007708,    3450.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.142297211E-09,  -0.515603585E-07
0000007709,    3500.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.137652351E-09,  -0.207678531E-09
0000007710,    3550.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.132545478E-09,  -0.200648289E-09
0000007711,    3600.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.127178741E-09,  -0.191912244E-09
0000007712,    3650.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.121621895E-09,  -0.182482973E-09
0000007713,    3700.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.115995784E-09,  -0.172635028E-09
0000007714,    3750.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.110392299E-09,  -0.162618998E-09
0000007715,    3800.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.104880782E-09,  -0.152655484E-09
0000007716,    3850.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.995124453E-10,  -0.142930405E-09
0000007717,    3900.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.943235431E-10,  -0.133592631E-09
0000007718,    3950.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.893378851E-10,  -0.124754111E-09
0000007719,    4000.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.845690440E-10,  -0.116492128E-09
0000007720,    4050.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.800224057E-10,  -0.108853103E-09
0000007721,    4100.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.756970785E-10,  -0.101857293E-09
0000007722,    4150.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.715876184E-10,  -0.955038132E-10
0000007723,    4200.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.676855266E-10,  -0.897755655E-10
0000007724,    4250.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.639804920E-10,  -0.846437347E-10
0000007725,    4300.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.604613778E-10,  -0.800716979E-10
0000007726,    4350.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.571169690E-10,  -0.760182537E-10
0000007727,    4400.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.539365111E-10,  -0.724401727E-10
0000007728,    4450.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.509100715E-10,  -0.692941132E-10
0000007729,    4500.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.480287571E-10,  -0.665379817E-10
0000007730,    4550.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.452848137E-10,  -0.641318264E-10
0000007731,    4600.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.426716313E-10,  -0.620383586E-10
0000007732,    4650.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.401836720E-10,  -0.602231906E-10
0000007733,    4700.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.378163372E-10,  -0.586548688E-10
0000007734,    4750.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.355657886E-10,  -0.573047729E-10
0000007735,    4800.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.334287393E-10,  -0.561469382E-10
0000007736,    4850.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.314022334E-10,  -0.551578460E-10
0000007737,    4900.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.294834340E-10,  -0.543162160E-10
0000007738,    4950.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.276694377E-10,  -0.536028207E-10
0000007739,    5000.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.259571318E-10,  -0.530003304E-10
0000007740,    5050.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.243431037E-10,  -0.524931889E-10
0000007741,    5100.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.228236052E-10,  -0.520675126E-10
0000007742,    5150.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.213945642E-10,  -0.517110024E-10
0000007743,    5200.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.200516363E-10,  -0.514128581E-10
0000007744,    5250.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.187902807E-10,  -0.511636887E-10
0000007745,    5300.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.176058489E-10,  -0.509554143E-10
0000007746,    5350.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.164936739E-10,  -0.507811575E-10
0000007747,    5400.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.154491523E-10,  -0.506351284E-10
0000007748,    5450.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.144678134E-10,  -0.505125048E-10
0000007749,    5500.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.135453739E-10,  -0.504093128E-10
0000007750,    5550.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.126777777E-10,  -0.503223107E-10
0000007751,    5600.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.118612220E-10,  -0.502488804E-10
0000007752,    5650.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.110921714E-10,  -0.501869270E-10
0000007753,    5700.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.103673636E-10,  -0.501347878E-10
0000007754,    5750.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.968380576E-11,  -0.500911528E-10
0000007755,    5800.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.903876636E-11,  -0.500549936E-10
0000007756,    5850.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.842976075E-11,  -0.500255026E-10
0000007757,    5900.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.785453323E-11,  -0.500020414E-10
0000007758,    5950.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.731103618E-11,  -0.499840978E-10
0000007759,    6000.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.679740746E-11,  -0.499712513E-10
0000007760,    6050.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.631194765E-11,  -0.499631463E-10
0000007761,    6100.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.585309848E-11,  -0.499594733E-10
0000007762,    6150.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.541942393E-11,  -0.499599553E-10
0000007763,    6200.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.500959486E-11,  -0.499643402E-10
0000007764,    6250.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.462237757E-11,  -0.499723963E-10
0000007765,    6300.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.425662617E-11,  -0.499839094E-10
0000007766,    6350.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.391127775E-11,  -0.499986807E-10
0000007767,    6400.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.358534924E-11,  -0.500165239E-10
0000007768,    6450.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.327793470E-11,  -0.500372616E-10
0000007769,    6500.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.298820188E-11,  -0.500607206E-10
0000007770,    6550.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.271538746E-11,  -0.500867257E-10
0000007771,    6600.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.245879046E-11,  -0.501150943E-10
0000007772,    6650.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.221776391E-11,  -0.501456310E-10
0000007773,    6700.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.199170494E-11,  -0.501781232E-10
0000007774,    6750.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.178004393E-11,  -0.502123381E-10
0000007775,    6800.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.158223321E-11,  -0.502480229E-10
0000007776,    6850.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.139773617E-11,  -0.502849056E-10
0000007777,    6900.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.122601761E-11,  -0.503226994E-10
0000007778,    6950.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.106653611E-11,  -0.503611084E-10
0000007779,    7000.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.918739229E-12,  -0.503998355E-10
0000007780,    7050.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.782061765E-12,  -0.504385905E-10
0000007781,    7100.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.655927294E-12,  -0.504770989E-10
0000007782,    7150.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.539752452E-12,  -0.505151091E-10
0000007783,    7200.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.432953155E-12,  -0.505523987E-10
0000007784,    7250.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.334951659E-12,  -0.505887779E-10
0000007785,    7300.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.245183438E-12,  -0.506240911E-10
0000007786,    7350.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.163103055E-12,  -0.506582164E-10
0000007787,    7400.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.881886319E-13,  -0.506910634E-10
0000007788,    7450.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,   0.199448607E-13,  -0.507225705E-10
0000007789,    7500.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,    0.00000000    ,  -0.507527012E-10
0000007790,    7550.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.420946931E-13,  -0.507814418E-10
0000007791,    7600.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.983680573E-13,  -0.508087955E-10
0000007792,    7650.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.149282951E-12,  -0.508347820E-10
0000007793,    7700.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.195217212E-12,  -0.508594338E-10
0000007794,    7750.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.236519120E-12,  -0.508827926E-10
0000007795,    7800.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.273508028E-12,  -0.509049070E-10
0000007796,    7850.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.306475416E-12,  -0.509258293E-10
0000007797,    7900.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.335686444E-12,  -0.509456131E-10
0000007798,    7950.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.361381985E-12,  -0.509643109E-10
0000007799,    8000.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.383781098E-12,  -0.509819723E-10
0000007800,    8050.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.403083823E-12,  -0.509986431E-10
0000007801,    8100.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.419474161E-12,  -0.510143639E-10
0000007802,    8150.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.433123067E-12,  -0.510291707E-10
0000007803,    8200.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.444191270E-12,  -0.510430951E-10
0000007804,    8250.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.452831721E-12,  -0.510561650E-10
0000007805,    8300.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.459191500E-12,  -0.510684064E-10
0000007806,    8350.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.465634640E-12,  -0.510805830E-10
0000007807,    8400.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.465990345E-12,  -0.510931363E-10
0000007808,    8450.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.464609351E-12,  -0.511048089E-10
0000007809,    8500.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.461615179E-12,  -0.511156359E-10
0000007810,    8550.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.457124828E-12,  -0.511256560E-10
0000007811,    8600.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.451248079E-12,  -0.511349106E-10
0000007812,    8650.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.444087057E-12,  -0.511434439E-10
0000007813,    8700.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.435736068E-12,  -0.511513011E-10
0000007814,    8750.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.426281720E-12,  -0.511585282E-10
0000007815,    8800.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.415803263E-12,  -0.511651705E-10
0000007816,    8850.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.404373095E-12,  -0.511712720E-10
0000007817,    8900.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.392057385E-12,  -0.511768746E-10
0000007818,    8950.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.378916751E-12,  -0.511820179E-10
0000007819,    9000.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.365006953E-12,  -0.511867385E-10
0000007820,    9050.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.350379568E-12,  -0.511910701E-10
0000007821,    9100.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.335082626E-12,  -0.511950431E-10
0000007822,    9150.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.319161195E-12,  -0.511986850E-10
0000007823,    9200.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.302657887E-12,  -0.512020204E-10
0000007824,    9250.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.285613322E-12,  -0.512050709E-10
0000007825,    9300.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.268066504E-12,  -0.512078556E-10
0000007826,    9350.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.250055153E-12,  -0.512103913E-10
0000007827,    9400.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.231615975E-12,  -0.512126926E-10
0000007828,    9450.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.212784881E-12,  -0.512147720E-10
0000007829,    9500.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.193597175E-12,  -0.512166404E-10
0000007830,    9550.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.174087691E-12,  -0.512183070E-10
0000007831,    9600.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.154290914E-12,  -0.512197798E-10
0000007832,    9650.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.134241065E-12,  -0.512210654E-10
0000007833,    9700.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.113972176E-12,  -0.512221693E-10
0000007834,    9750.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.935181385E-13,  -0.512230962E-10
0000007835,    9800.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.729127471E-13,  -0.512238498E-10
0000007836,    9850.00000    ,    3900.00000    ,    0.00000000    ,    0.00000000    ,  -0.521899680E-13,  -0.512244330E-10
