node, X coordinate (m), Y coordinate (m), Liquid Pressure (MPa), Vapor Pressure (MPa), Temperature (deg C), Liquid Density (kg/m**3), Vapor Density (kg/m**3), X Permeability (log m**2), Y Permeability (log m**2), Z Permeability (log m**2)
0000000001,   0.00000000 ,   2000.00000 ,   25.1573104 ,   25.1573104 ,   195.589714 ,   886.373182 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000002,   50.0000000 ,   2000.00000 ,   25.1569397 ,   25.1569397 ,   194.905763 ,   887.103900 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000003,   100.000000 ,   2000.00000 ,   25.1563967 ,   25.1563967 ,   193.118641 ,   889.003839 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000004,   150.000000 ,   2000.00000 ,   25.1555737 ,   25.1555737 ,   190.622571 ,   891.634206 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000005,   200.000000 ,   2000.00000 ,   25.1545538 ,   25.1545538 ,   187.767096 ,   894.610393 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000006,   250.000000 ,   2000.00000 ,   25.1534234 ,   25.1534234 ,   184.818579 ,   897.647104 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000007,   300.000000 ,   2000.00000 ,   25.1522583 ,   25.1522583 ,   181.961203 ,   900.555005 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000008,   350.000000 ,   2000.00000 ,   25.1511198 ,   25.1511198 ,   179.310539 ,   903.222103 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000009,   400.000000 ,   2000.00000 ,   25.1500531 ,   25.1500531 ,   176.929137 ,   905.593516 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000010,   450.000000 ,   2000.00000 ,   25.1490885 ,   25.1490885 ,   174.840789 ,   907.653974 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000011,   500.000000 ,   2000.00000 ,   25.1482433 ,   25.1482433 ,   173.042582 ,   909.413939 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000012,   550.000000 ,   2000.00000 ,   25.1475247 ,   25.1475247 ,   171.514634 ,   910.899109 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000013,   600.000000 ,   2000.00000 ,   25.1469327 ,   25.1469327 ,   170.227593 ,   912.142823 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000014,   650.000000 ,   2000.00000 ,   25.1464621 ,   25.1464621 ,   169.148153 ,   913.180811 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000015,   700.000000 ,   2000.00000 ,   25.1461047 ,   25.1461047 ,   168.242812 ,   914.047810 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000016,   750.000000 ,   2000.00000 ,   25.1458513 ,   25.1458513 ,   167.480242 ,   914.775572 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000017,   800.000000 ,   2000.00000 ,   25.1456919 ,   25.1456919 ,   166.832571 ,   915.391889 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000018,   850.000000 ,   2000.00000 ,   25.1456176 ,   25.1456176 ,   166.275891 ,   915.920322 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000019,   900.000000 ,   2000.00000 ,   25.1456198 ,   25.1456198 ,   165.789382 ,   916.381173 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000020,   950.000000 ,   2000.00000 ,   25.1456912 ,   25.1456912 ,   165.360237 ,   916.786944 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000021,   1000.00000 ,   2000.00000 ,   25.1458256 ,   25.1458256 ,   164.973185 ,   917.152327 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000022,   1050.00000 ,   2000.00000 ,   25.1460175 ,   25.1460175 ,   164.622796 ,   917.482627 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000023,   1100.00000 ,   2000.00000 ,   25.1462618 ,   25.1462618 ,   164.301289 ,   917.785312 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000024,   1150.00000 ,   2000.00000 ,   25.1465544 ,   25.1465544 ,   164.001183 ,   918.067514 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000025,   1200.00000 ,   2000.00000 ,   25.1468917 ,   25.1468917 ,   163.716892 ,   918.334550 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000026,   1250.00000 ,   2000.00000 ,   25.1472712 ,   25.1472712 ,   163.444224 ,   918.590400 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000027,   1300.00000 ,   2000.00000 ,   25.1476908 ,   25.1476908 ,   163.180024 ,   918.838051 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000028,   1350.00000 ,   2000.00000 ,   25.1481487 ,   25.1481487 ,   162.921898 ,   919.079770 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000029,   1400.00000 ,   2000.00000 ,   25.1486439 ,   25.1486439 ,   162.668023 ,   919.317275 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000030,   1450.00000 ,   2000.00000 ,   25.1491753 ,   25.1491753 ,   162.416987 ,   919.551898 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000031,   1500.00000 ,   2000.00000 ,   25.1497418 ,   25.1497418 ,   162.167681 ,   919.784678 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000032,   1550.00000 ,   2000.00000 ,   25.1503428 ,   25.1503428 ,   161.919204 ,   920.016460 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000033,   1600.00000 ,   2000.00000 ,   25.1509781 ,   25.1509781 ,   161.670798 ,   920.247951 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000034,   1650.00000 ,   2000.00000 ,   25.1516468 ,   25.1516468 ,   161.421788 ,   920.479778 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000035,   1700.00000 ,   2000.00000 ,   25.1523489 ,   25.1523489 ,   161.171539 ,   920.712529 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000036,   1750.00000 ,   2000.00000 ,   25.1530843 ,   25.1530843 ,   160.919410 ,   920.946793 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000037,   1800.00000 ,   2000.00000 ,   25.1538528 ,   25.1538528 ,   160.664723 ,   921.183194 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000038,   1850.00000 ,   2000.00000 ,   25.1546544 ,   25.1546544 ,   160.406728 ,   921.422418 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000039,   1900.00000 ,   2000.00000 ,   25.1554893 ,   25.1554893 ,   160.144566 ,   921.665247 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000040,   1950.00000 ,   2000.00000 ,   25.1563577 ,   25.1563577 ,   159.877237 ,   921.912593 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000041,   2000.00000 ,   2000.00000 ,   25.1572602 ,   25.1572602 ,   159.603558 ,   922.165530 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000042,   2050.00000 ,   2000.00000 ,   25.1581974 ,   25.1581974 ,   159.322127 ,   922.425328 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000043,   2100.00000 ,   2000.00000 ,   25.1591697 ,   25.1591697 ,   159.031274 ,   922.693499 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000044,   2150.00000 ,   2000.00000 ,   25.1601782 ,   25.1601782 ,   158.729010 ,   922.971837 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000045,   2200.00000 ,   2000.00000 ,   25.1612239 ,   25.1612239 ,   158.412971 ,   923.262471 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000046,   2250.00000 ,   2000.00000 ,   25.1623081 ,   25.1623081 ,   158.080348 ,   923.567922 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000047,   2300.00000 ,   2000.00000 ,   25.1634320 ,   25.1634320 ,   157.727824 ,   923.891161 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000048,   2350.00000 ,   2000.00000 ,   25.1645974 ,   25.1645974 ,   157.351491 ,   924.235674 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000049,   2400.00000 ,   2000.00000 ,   25.1658055 ,   25.1658055 ,   156.946770 ,   924.605530 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000050,   2450.00000 ,   2000.00000 ,   25.1670582 ,   25.1670582 ,   156.508325 ,   925.005451 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000051,   2500.00000 ,   2000.00000 ,   25.1683569 ,   25.1683569 ,   156.029982 ,   925.440869 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000052,   2550.00000 ,   2000.00000 ,   25.1697030 ,   25.1697030 ,   155.504657 ,   925.917977 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000053,   2600.00000 ,   2000.00000 ,   25.1710974 ,   25.1710974 ,   154.924298 ,   926.443765 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000054,   2650.00000 ,   2000.00000 ,   25.1725406 ,   25.1725406 ,   154.279859 ,   927.026011 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000055,   2700.00000 ,   2000.00000 ,   25.1740319 ,   25.1740319 ,   153.561321 ,   927.673234 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000056,   2750.00000 ,   2000.00000 ,   25.1755696 ,   25.1755696 ,   152.757779 ,   928.394573 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000057,   2800.00000 ,   2000.00000 ,   25.1771504 ,   25.1771504 ,   151.857628 ,   929.199583 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000058,   2850.00000 ,   2000.00000 ,   25.1787689 ,   25.1787689 ,   150.848865 ,   930.097906 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000059,   2900.00000 ,   2000.00000 ,   25.1804167 ,   25.1804167 ,   149.719568 ,   931.098802 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000060,   2950.00000 ,   2000.00000 ,   25.1820827 ,   25.1820827 ,   148.458555 ,   932.210514 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000061,   3000.00000 ,   2000.00000 ,   25.1837518 ,   25.1837518 ,   147.056307 ,   933.439428 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000062,   3050.00000 ,   2000.00000 ,   25.1854049 ,   25.1854049 ,   145.506124 ,   934.789062 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000063,   3100.00000 ,   2000.00000 ,   25.1870181 ,   25.1870181 ,   143.805536 ,   936.258893 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000064,   3150.00000 ,   2000.00000 ,   25.1885630 ,   25.1885630 ,   141.957868 ,   937.843129 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000065,   3200.00000 ,   2000.00000 ,   25.1900066 ,   25.1900066 ,   139.973758 ,   939.529638 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000066,   3250.00000 ,   2000.00000 ,   25.1913121 ,   25.1913121 ,   137.872164 ,   941.299417 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000067,   3300.00000 ,   2000.00000 ,   25.1924405 ,   25.1924405 ,   135.680131 ,   943.127186 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000068,   3350.00000 ,   2000.00000 ,   25.1933516 ,   25.1933516 ,   133.430099 ,   944.984029 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000069,   3400.00000 ,   2000.00000 ,   25.1940075 ,   25.1940075 ,   131.153084 ,   946.843239 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000070,   3450.00000 ,   2000.00000 ,   25.1943743 ,   25.1943743 ,   128.865930 ,   948.690553 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000071,   3500.00000 ,   2000.00000 ,   25.1985366 ,   25.1985366 ,   126.264229 ,   950.769273 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000072,   3550.00000 ,   2000.00000 ,   25.2073083 ,   25.2073083 ,   123.711359 ,   952.785828 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000073,   3600.00000 ,   2000.00000 ,   25.2158930 ,   25.2158930 ,   121.492136 ,   954.518784 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000074,   3650.00000 ,   2000.00000 ,   25.2242823 ,   25.2242823 ,   119.322041 ,   956.194885 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000075,   3700.00000 ,   2000.00000 ,   25.2324697 ,   25.2324697 ,   117.200270 ,   957.815927 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000076,   3750.00000 ,   2000.00000 ,   25.2404497 ,   25.2404497 ,   115.126075 ,   959.383611 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000077,   3800.00000 ,   2000.00000 ,   25.2482177 ,   25.2482177 ,   113.098762 ,   960.899548 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000078,   3850.00000 ,   2000.00000 ,   25.2557700 ,   25.2557700 ,   111.117680 ,   962.365271 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000079,   3900.00000 ,   2000.00000 ,   25.2631038 ,   25.2631038 ,   109.182221 ,   963.782238 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000080,   3950.00000 ,   2000.00000 ,   25.2702168 ,   25.2702168 ,   107.291807 ,   965.151846 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000081,   4000.00000 ,   2000.00000 ,   25.2771078 ,   25.2771078 ,   105.445894 ,   966.475429 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000082,   4050.00000 ,   2000.00000 ,   25.2837761 ,   25.2837761 ,   103.643956 ,   967.754276 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000083,   4100.00000 ,   2000.00000 ,   25.2902218 ,   25.2902218 ,   101.885490 ,   968.989624 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000084,   4150.00000 ,   2000.00000 ,   25.2964456 ,   25.2964456 ,   100.170004 ,   970.182670 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000085,   4200.00000 ,   2000.00000 ,   25.3024487 ,   25.3024487 ,   98.4970176 ,   971.334576 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000086,   4250.00000 ,   2000.00000 ,   25.3082330 ,   25.3082330 ,   96.8660562 ,   972.446468 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000087,   4300.00000 ,   2000.00000 ,   25.3138011 ,   25.3138011 ,   95.2766483 ,   973.519443 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000088,   4350.00000 ,   2000.00000 ,   25.3191558 ,   25.3191558 ,   93.7283231 ,   974.554571 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000089,   4400.00000 ,   2000.00000 ,   25.3243006 ,   25.3243006 ,   92.2206077 ,   975.552895 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000090,   4450.00000 ,   2000.00000 ,   25.3292393 ,   25.3292393 ,   90.7530253 ,   976.515437 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000091,   4500.00000 ,   2000.00000 ,   25.3339763 ,   25.3339763 ,   89.3250935 ,   977.443196 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000092,   4550.00000 ,   2000.00000 ,   25.3385160 ,   25.3385160 ,   87.9363230 ,   978.337152 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000093,   4600.00000 ,   2000.00000 ,   25.3428635 ,   25.3428635 ,   86.5862164 ,   979.198263 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000094,   4650.00000 ,   2000.00000 ,   25.3470238 ,   25.3470238 ,   85.2742672 ,   980.027472 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000095,   4700.00000 ,   2000.00000 ,   25.3510023 ,   25.3510023 ,   83.9999595 ,   980.825703 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000096,   4750.00000 ,   2000.00000 ,   25.3548047 ,   25.3548047 ,   82.7627675 ,   981.593862 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000097,   4800.00000 ,   2000.00000 ,   25.3584367 ,   25.3584367 ,   81.5621548 ,   982.332839 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000098,   4850.00000 ,   2000.00000 ,   25.3619042 ,   25.3619042 ,   80.3975752 ,   983.043507 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000099,   4900.00000 ,   2000.00000 ,   25.3652130 ,   25.3652130 ,   79.2684719 ,   983.726723 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000100,   4950.00000 ,   2000.00000 ,   25.3683690 ,   25.3683690 ,   78.1742780 ,   984.383328 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000101,   5000.00000 ,   2000.00000 ,   25.3713785 ,   25.3713785 ,   77.1144171 ,   985.014147 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000102,   5050.00000 ,   2000.00000 ,   25.3742473 ,   25.3742473 ,   76.0883033 ,   985.619987 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000103,   5100.00000 ,   2000.00000 ,   25.3769814 ,   25.3769814 ,   75.0953417 ,   986.201641 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000104,   5150.00000 ,   2000.00000 ,   25.3795867 ,   25.3795867 ,   74.1349292 ,   986.759885 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000105,   5200.00000 ,   2000.00000 ,   25.3820691 ,   25.3820691 ,   73.2064550 ,   987.295479 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000106,   5250.00000 ,   2000.00000 ,   25.3844341 ,   25.3844341 ,   72.3093010 ,   987.809165 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000107,   5300.00000 ,   2000.00000 ,   25.3866878 ,   25.3866878 ,   71.4428430 ,   988.301672 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000108,   5350.00000 ,   2000.00000 ,   25.3888354 ,   25.3888354 ,   70.6064511 ,   988.773709 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000109,   5400.00000 ,   2000.00000 ,   25.3908823 ,   25.3908823 ,   69.7994906 ,   989.225970 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000110,   5450.00000 ,   2000.00000 ,   25.3928339 ,   25.3928339 ,   69.0213224 ,   989.659134 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000111,   5500.00000 ,   2000.00000 ,   25.3946952 ,   25.3946952 ,   68.2713045 ,   990.073862 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000112,   5550.00000 ,   2000.00000 ,   25.3964711 ,   25.3964711 ,   67.5487922 ,   990.470798 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000113,   5600.00000 ,   2000.00000 ,   25.3981664 ,   25.3981664 ,   66.8531389 ,   990.850572 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000114,   5650.00000 ,   2000.00000 ,   25.3997857 ,   25.3997857 ,   66.1836977 ,   991.213795 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000115,   5700.00000 ,   2000.00000 ,   25.4013334 ,   25.4013334 ,   65.5398211 ,   991.561064 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000116,   5750.00000 ,   2000.00000 ,   25.4028138 ,   25.4028138 ,   64.9208626 ,   991.892958 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000117,   5800.00000 ,   2000.00000 ,   25.4042310 ,   25.4042310 ,   64.3261769 ,   992.210042 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000118,   5850.00000 ,   2000.00000 ,   25.4055889 ,   25.4055889 ,   63.7551211 ,   992.512863 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000119,   5900.00000 ,   2000.00000 ,   25.4068912 ,   25.4068912 ,   63.2070548 ,   992.801955 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000120,   5950.00000 ,   2000.00000 ,   25.4081413 ,   25.4081413 ,   62.6813417 ,   993.077835 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000121,   6000.00000 ,   2000.00000 ,   25.4093428 ,   25.4093428 ,   62.1773493 ,   993.341004 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000122,   6050.00000 ,   2000.00000 ,   25.4104987 ,   25.4104987 ,   61.6944504 ,   993.591950 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000123,   6100.00000 ,   2000.00000 ,   25.4116122 ,   25.4116122 ,   61.2320233 ,   993.831144 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000124,   6150.00000 ,   2000.00000 ,   25.4126860 ,   25.4126860 ,   60.7894523 ,   994.059045 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000125,   6200.00000 ,   2000.00000 ,   25.4137229 ,   25.4137229 ,   60.3661286 ,   994.276096 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000126,   6250.00000 ,   2000.00000 ,   25.4147254 ,   25.4147254 ,   59.9614507 ,   994.482727 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000127,   6300.00000 ,   2000.00000 ,   25.4156960 ,   25.4156960 ,   59.5748248 ,   994.679353 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000128,   6350.00000 ,   2000.00000 ,   25.4166369 ,   25.4166369 ,   59.2056652 ,   994.866377 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000129,   6400.00000 ,   2000.00000 ,   25.4175501 ,   25.4175501 ,   58.8533952 ,   995.044188 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000130,   6450.00000 ,   2000.00000 ,   25.4184376 ,   25.4184376 ,   58.5174470 ,   995.213162 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000131,   6500.00000 ,   2000.00000 ,   25.4193014 ,   25.4193014 ,   58.1972623 ,   995.373663 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000132,   6550.00000 ,   2000.00000 ,   25.4201430 ,   25.4201430 ,   57.8922927 ,   995.526044 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000133,   6600.00000 ,   2000.00000 ,   25.4209642 ,   25.4209642 ,   57.6019998 ,   995.670643 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000134,   6650.00000 ,   2000.00000 ,   25.4217662 ,   25.4217662 ,   57.3258557 ,   995.807789 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000135,   6700.00000 ,   2000.00000 ,   25.4225505 ,   25.4225505 ,   57.0633433 ,   995.937799 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000136,   6750.00000 ,   2000.00000 ,   25.4233184 ,   25.4233184 ,   56.8139561 ,   996.060979 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000137,   6800.00000 ,   2000.00000 ,   25.4240709 ,   25.4240709 ,   56.5771990 ,   996.177622 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000138,   6850.00000 ,   2000.00000 ,   25.4248092 ,   25.4248092 ,   56.3525881 ,   996.288015 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000139,   6900.00000 ,   2000.00000 ,   25.4255342 ,   25.4255342 ,   56.1396506 ,   996.392431 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000140,   6950.00000 ,   2000.00000 ,   25.4262468 ,   25.4262468 ,   55.9379256 ,   996.491136 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000141,   7000.00000 ,   2000.00000 ,   25.4269477 ,   25.4269477 ,   55.7469636 ,   996.584383 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000142,   7050.00000 ,   2000.00000 ,   25.4276377 ,   25.4276377 ,   55.5663267 ,   996.672418 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000143,   7100.00000 ,   2000.00000 ,   25.4283173 ,   25.4283173 ,   55.3955886 ,   996.755478 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000144,   7150.00000 ,   2000.00000 ,   25.4289872 ,   25.4289872 ,   55.2343351 ,   996.833791 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000145,   7200.00000 ,   2000.00000 ,   25.4296478 ,   25.4296478 ,   55.0821631 ,   996.907576 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000146,   7250.00000 ,   2000.00000 ,   25.4302995 ,   25.4302995 ,   54.9386815 ,   996.977044 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000147,   7300.00000 ,   2000.00000 ,   25.4309429 ,   25.4309429 ,   54.8035107 ,   997.042398 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
