node, X coordinate (m), Y coordinate (m), Liquid Pressure (MPa), Vapor Pressure (MPa), Temperature (deg C), Liquid Density (kg/m**3), Vapor Density (kg/m**3), X Permeability (log m**2), Y Permeability (log m**2), Z Permeability (log m**2)
0000007418,   9050.00000 ,   3800.00000 ,   8.45231592 ,   8.45231592 ,   25.4028890 ,   1000.95215 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007419,   9100.00000 ,   3800.00000 ,   8.45246848 ,   8.45246848 ,   25.4026338 ,   1000.95229 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007420,   9150.00000 ,   3800.00000 ,   8.45261450 ,   8.45261450 ,   25.4024018 ,   1000.95242 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007421,   9200.00000 ,   3800.00000 ,   8.45275369 ,   8.45275369 ,   25.4021913 ,   1000.95254 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007422,   9250.00000 ,   3800.00000 ,   8.45288577 ,   8.45288577 ,   25.4020009 ,   1000.95266 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007423,   9300.00000 ,   3800.00000 ,   8.45301049 ,   8.45301049 ,   25.4018291 ,   1000.95277 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007424,   9350.00000 ,   3800.00000 ,   8.45312761 ,   8.45312761 ,   25.4016747 ,   1000.95286 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007425,   9400.00000 ,   3800.00000 ,   8.45323692 ,   8.45323692 ,   25.4015366 ,   1000.95295 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007426,   9450.00000 ,   3800.00000 ,   8.45333820 ,   8.45333820 ,   25.4014135 ,   1000.95304 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007427,   9500.00000 ,   3800.00000 ,   8.45343129 ,   8.45343129 ,   25.4013045 ,   1000.95311 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007428,   9550.00000 ,   3800.00000 ,   8.45351601 ,   8.45351601 ,   25.4012086 ,   1000.95318 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007429,   9600.00000 ,   3800.00000 ,   8.45359222 ,   8.45359222 ,   25.4011251 ,   1000.95324 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007430,   9650.00000 ,   3800.00000 ,   8.45365978 ,   8.45365978 ,   25.4010531 ,   1000.95329 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007431,   9700.00000 ,   3800.00000 ,   8.45371856 ,   8.45371856 ,   25.4009920 ,   1000.95333 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007432,   9750.00000 ,   3800.00000 ,   8.45376849 ,   8.45376849 ,   25.4009413 ,   1000.95337 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007433,   9800.00000 ,   3800.00000 ,   8.45380946 ,   8.45380946 ,   25.4009005 ,   1000.95340 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007434,   9850.00000 ,   3800.00000 ,   8.45384140 ,   8.45384140 ,   25.4008692 ,   1000.95343 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007435,   9900.00000 ,   3800.00000 ,   8.45386427 ,   8.45386427 ,   25.4008470 ,   1000.95344 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007436,   9950.00000 ,   3800.00000 ,   8.45387803 ,   8.45387803 ,   25.4008338 ,   1000.95345 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007437,   10000.0000 ,   3800.00000 ,   8.45388260 ,   8.45388260 ,   25.4008294 ,   1000.95346 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007438,   0.00000000 ,   3850.00000 ,   8.83038182 ,   8.83038182 ,   192.893742 ,   877.975098 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007439,   50.0000000 ,   3850.00000 ,   8.83028102 ,   8.83028102 ,   192.869182 ,   878.002580 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007440,   100.000000 ,   3850.00000 ,   8.82998012 ,   8.82998012 ,   192.798803 ,   878.081308 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007441,   150.000000 ,   3850.00000 ,   8.82948351 ,   8.82948351 ,   192.687728 ,   878.205493 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007442,   200.000000 ,   3850.00000 ,   8.82879794 ,   8.82879794 ,   192.541639 ,   878.368707 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007443,   250.000000 ,   3850.00000 ,   8.82793206 ,   8.82793206 ,   192.366400 ,   878.564318 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007444,   300.000000 ,   3850.00000 ,   8.82689604 ,   8.82689604 ,   192.167753 ,   878.785834 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007445,   350.000000 ,   3850.00000 ,   8.82570112 ,   8.82570112 ,   191.951086 ,   879.027174 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007446,   400.000000 ,   3850.00000 ,   8.82435923 ,   8.82435923 ,   191.721273 ,   879.282850 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007447,   450.000000 ,   3850.00000 ,   8.82288267 ,   8.82288267 ,   191.482584 ,   879.548064 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007448,   500.000000 ,   3850.00000 ,   8.82128380 ,   8.82128380 ,   191.238647 ,   879.818756 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007449,   550.000000 ,   3850.00000 ,   8.81957478 ,   8.81957478 ,   190.992446 ,   880.091593 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007450,   600.000000 ,   3850.00000 ,   8.81776740 ,   8.81776740 ,   190.746358 ,   880.363937 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007451,   650.000000 ,   3850.00000 ,   8.81587291 ,   8.81587291 ,   190.502198 ,   880.633781 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007452,   700.000000 ,   3850.00000 ,   8.81390186 ,   8.81390186 ,   190.261276 ,   880.899688 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007453,   750.000000 ,   3850.00000 ,   8.81186406 ,   8.81186406 ,   190.024465 ,   881.160709 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007454,   800.000000 ,   3850.00000 ,   8.80976848 ,   8.80976848 ,   189.792259 ,   881.416319 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007455,   850.000000 ,   3850.00000 ,   8.80762323 ,   8.80762323 ,   189.564837 ,   881.666344 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007456,   900.000000 ,   3850.00000 ,   8.80543553 ,   8.80543553 ,   189.342116 ,   881.910894 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007457,   950.000000 ,   3850.00000 ,   8.80321174 ,   8.80321174 ,   189.123806 ,   882.150312 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007458,   1000.00000 ,   3850.00000 ,   8.80095732 ,   8.80095732 ,   188.909458 ,   882.385111 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007459,   1050.00000 ,   3850.00000 ,   8.79867692 ,   8.79867692 ,   188.698506 ,   882.615928 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007460,   1100.00000 ,   3850.00000 ,   8.79637438 ,   8.79637438 ,   188.490313 ,   882.843479 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007461,   1150.00000 ,   3850.00000 ,   8.79405279 ,   8.79405279 ,   188.284206 ,   883.068516 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007462,   1200.00000 ,   3850.00000 ,   8.79171452 ,   8.79171452 ,   188.079510 ,   883.291785 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007463,   1250.00000 ,   3850.00000 ,   8.78936133 ,   8.78936133 ,   187.875584 ,   883.513999 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007464,   1300.00000 ,   3850.00000 ,   8.78699436 ,   8.78699436 ,   187.671841 ,   883.735802 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007465,   1350.00000 ,   3850.00000 ,   8.78461424 ,   8.78461424 ,   187.467778 ,   883.957748 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007466,   1400.00000 ,   3850.00000 ,   8.78222116 ,   8.78222116 ,   187.262984 ,   884.180285 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007467,   1450.00000 ,   3850.00000 ,   8.77981494 ,   8.77981494 ,   187.057153 ,   884.403745 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007468,   1500.00000 ,   3850.00000 ,   8.77739514 ,   8.77739514 ,   186.850088 ,   884.628344 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007469,   1550.00000 ,   3850.00000 ,   8.77496109 ,   8.77496109 ,   186.641687 ,   884.854184 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007470,   1600.00000 ,   3850.00000 ,   8.77251205 ,   8.77251205 ,   186.431940 ,   885.081274 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007471,   1650.00000 ,   3850.00000 ,   8.77004723 ,   8.77004723 ,   186.220904 ,   885.309548 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007472,   1700.00000 ,   3850.00000 ,   8.76756590 ,   8.76756590 ,   186.008681 ,   885.538891 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007473,   1750.00000 ,   3850.00000 ,   8.76506744 ,   8.76506744 ,   185.795393 ,   885.769166 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007474,   1800.00000 ,   3850.00000 ,   8.76255139 ,   8.76255139 ,   185.581154 ,   886.000245 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007475,   1850.00000 ,   3850.00000 ,   8.76001746 ,   8.76001746 ,   185.366048 ,   886.232035 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007476,   1900.00000 ,   3850.00000 ,   8.75746556 ,   8.75746556 ,   185.150110 ,   886.464496 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007477,   1950.00000 ,   3850.00000 ,   8.75489576 ,   8.75489576 ,   184.933307 ,   886.697660 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007478,   2000.00000 ,   3850.00000 ,   8.75230825 ,   8.75230825 ,   184.715539 ,   886.931635 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007479,   2050.00000 ,   3850.00000 ,   8.74970335 ,   8.74970335 ,   184.496630 ,   887.166606 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007480,   2100.00000 ,   3850.00000 ,   8.74708141 ,   8.74708141 ,   184.276344 ,   887.402828 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007481,   2150.00000 ,   3850.00000 ,   8.74444277 ,   8.74444277 ,   184.054388 ,   887.640611 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007482,   2200.00000 ,   3850.00000 ,   8.74178776 ,   8.74178776 ,   183.830433 ,   887.880306 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007483,   2250.00000 ,   3850.00000 ,   8.73911659 ,   8.73911659 ,   183.604125 ,   888.122286 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007484,   2300.00000 ,   3850.00000 ,   8.73642941 ,   8.73642941 ,   183.375105 ,   888.366934 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007485,   2350.00000 ,   3850.00000 ,   8.73372621 ,   8.73372621 ,   183.143014 ,   888.614625 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007486,   2400.00000 ,   3850.00000 ,   8.73100690 ,   8.73100690 ,   182.907501 ,   888.865726 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007487,   2450.00000 ,   3850.00000 ,   8.72827124 ,   8.72827124 ,   182.668213 ,   889.120604 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007488,   2500.00000 ,   3850.00000 ,   8.72551896 ,   8.72551896 ,   182.424762 ,   889.379662 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007489,   2550.00000 ,   3850.00000 ,   8.72274988 ,   8.72274988 ,   182.176651 ,   889.643419 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007490,   2600.00000 ,   3850.00000 ,   8.71996407 ,   8.71996407 ,   181.923105 ,   889.912687 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007491,   2650.00000 ,   3850.00000 ,   8.71716228 ,   8.71716228 ,   181.662765 ,   890.188897 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007492,   2700.00000 ,   3850.00000 ,   8.71434645 ,   8.71434645 ,   181.393104 ,   890.474722 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007493,   2750.00000 ,   3850.00000 ,   8.71152057 ,   8.71152057 ,   181.109389 ,   890.775171 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007494,   2800.00000 ,   3850.00000 ,   8.70869169 ,   8.70869169 ,   180.802845 ,   891.099526 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007495,   2850.00000 ,   3850.00000 ,   8.70587136 ,   8.70587136 ,   180.457485 ,   891.464677 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007496,   2900.00000 ,   3850.00000 ,   8.70307710 ,   8.70307710 ,   180.044648 ,   891.900833 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007497,   2950.00000 ,   3850.00000 ,   8.70033412 ,   8.70033412 ,   179.513655 ,   892.461227 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007498,   3000.00000 ,   3850.00000 ,   8.69767684 ,   8.69767684 ,   178.775939 ,   893.238383 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007499,   3050.00000 ,   3850.00000 ,   8.69515020 ,   8.69515020 ,   177.678645 ,   894.390614 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007500,   3100.00000 ,   3850.00000 ,   8.69281039 ,   8.69281039 ,   175.962478 ,   896.182575 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007501,   3150.00000 ,   3850.00000 ,   8.69072234 ,   8.69072234 ,   173.229028 ,   899.009794 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007502,   3200.00000 ,   3850.00000 ,   8.68894692 ,   8.68894692 ,   168.913354 ,   903.405143 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007503,   3250.00000 ,   3850.00000 ,   8.68752369 ,   8.68752369 ,   162.334476 ,   909.945426 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007504,   3300.00000 ,   3850.00000 ,   8.68645355 ,   8.68645355 ,   152.975009 ,   918.922438 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007505,   3350.00000 ,   3850.00000 ,   8.68569535 ,   8.68569535 ,   141.043410 ,   929.819587 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007506,   3400.00000 ,   3850.00000 ,   8.68518899 ,   8.68518899 ,   128.005965 ,   941.035862 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007507,   3450.00000 ,   3850.00000 ,   8.68489489 ,   8.68489489 ,   116.593577 ,   950.263068 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000007508,   3500.00000 ,   3850.00000 ,   8.67701506 ,   8.67701506 ,   109.013328 ,   956.079952 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007509,   3550.00000 ,   3850.00000 ,   8.66060644 ,   8.66060644 ,   101.571073 ,   961.543307 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007510,   3600.00000 ,   3850.00000 ,   8.64348988 ,   8.64348988 ,   95.1785583 ,   966.038037 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007511,   3650.00000 ,   3850.00000 ,   8.62582699 ,   8.62582699 ,   89.0458030 ,   970.174417 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007512,   3700.00000 ,   3850.00000 ,   8.60765589 ,   8.60765589 ,   83.1960363 ,   973.954864 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007513,   3750.00000 ,   3850.00000 ,   8.58901359 ,   8.58901359 ,   77.6487119 ,   977.386044 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007514,   3800.00000 ,   3850.00000 ,   8.56993831 ,   8.56993831 ,   72.4191962 ,   980.478586 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007515,   3850.00000 ,   3850.00000 ,   8.55047139 ,   8.55047139 ,   67.5186226 ,   983.246646 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007516,   3900.00000 ,   3850.00000 ,   8.53065882 ,   8.53065882 ,   62.9538718 ,   985.707355 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007517,   3950.00000 ,   3850.00000 ,   8.51055245 ,   8.51055245 ,   58.7276569 ,   987.880211 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007518,   4000.00000 ,   3850.00000 ,   8.49021071 ,   8.49021071 ,   54.8386977 ,   989.786432 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007519,   4050.00000 ,   3850.00000 ,   8.46969881 ,   8.46969881 ,   51.2819768 ,   991.448297 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007520,   4100.00000 ,   3850.00000 ,   8.44908846 ,   8.44908846 ,   48.0490694 ,   992.888524 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007521,   4150.00000 ,   3850.00000 ,   8.42845697 ,   8.42845697 ,   45.1285367 ,   994.129684 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007522,   4200.00000 ,   3850.00000 ,   8.40788588 ,   8.40788588 ,   42.5063667 ,   995.193701 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007523,   4250.00000 ,   3850.00000 ,   8.38745915 ,   8.38745915 ,   40.1664497 ,   996.101440 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007524,   4300.00000 ,   3850.00000 ,   8.36726104 ,   8.36726104 ,   38.0910661 ,   996.872397 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007525,   4350.00000 ,   3850.00000 ,   8.34737393 ,   8.34737393 ,   36.2613719 ,   997.524490 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007526,   4400.00000 ,   3850.00000 ,   8.32787614 ,   8.32787614 ,   34.6578638 ,   998.073952 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007527,   4450.00000 ,   3850.00000 ,   8.30883996 ,   8.30883996 ,   33.2608095 ,   998.535296 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007528,   4500.00000 ,   3850.00000 ,   8.29033007 ,   8.29033007 ,   32.0506333 ,   998.921359 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007529,   4550.00000 ,   3850.00000 ,   8.27240229 ,   8.27240229 ,   31.0082481 ,   999.243387 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007530,   4600.00000 ,   3850.00000 ,   8.25510281 ,   8.25510281 ,   30.1153309 ,   999.511155 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007531,   4650.00000 ,   3850.00000 ,   8.23846792 ,   8.23846792 ,   29.3545393 ,   999.733103 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007532,   4700.00000 ,   3850.00000 ,   8.22252399 ,   8.22252399 ,   28.7096721 ,   999.916484 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007533,   4750.00000 ,   3850.00000 ,   8.20728794 ,   8.20728794 ,   28.1657759 ,   1000.06750 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007534,   4800.00000 ,   3850.00000 ,   8.19276788 ,   8.19276788 ,   27.7092048 ,   1000.19145 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007535,   4850.00000 ,   3850.00000 ,   8.17896398 ,   8.17896398 ,   27.3276379 ,   1000.29282 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007536,   4900.00000 ,   3850.00000 ,   8.16586944 ,   8.16586944 ,   27.0100622 ,   1000.37542 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007537,   4950.00000 ,   3850.00000 ,   8.15347160 ,   8.15347160 ,   26.7467276 ,   1000.44249 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007538,   5000.00000 ,   3850.00000 ,   8.14175293 ,   8.14175293 ,   26.5290804 ,   1000.49673 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007539,   5050.00000 ,   3850.00000 ,   8.13069211 ,   8.13069211 ,   26.3496820 ,   1000.54043 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007540,   5100.00000 ,   3850.00000 ,   8.12026500 ,   8.12026500 ,   26.2021169 ,   1000.57551 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007541,   5150.00000 ,   3850.00000 ,   8.11044548 ,   8.11044548 ,   26.0808971 ,   1000.60356 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007542,   5200.00000 ,   3850.00000 ,   8.10120624 ,   8.10120624 ,   25.9813633 ,   1000.62591 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007543,   5250.00000 ,   3850.00000 ,   8.09251944 ,   8.09251944 ,   25.8995900 ,   1000.64368 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007544,   5300.00000 ,   3850.00000 ,   8.08435719 ,   8.08435719 ,   25.8322930 ,   1000.65775 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007545,   5350.00000 ,   3850.00000 ,   8.07669205 ,   8.07669205 ,   25.7767441 ,   1000.66888 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007546,   5400.00000 ,   3850.00000 ,   8.06949727 ,   8.06949727 ,   25.7306920 ,   1000.67767 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007547,   5450.00000 ,   3850.00000 ,   8.06274707 ,   8.06274707 ,   25.6922907 ,   1000.68462 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007548,   5500.00000 ,   3850.00000 ,   8.05641679 ,   8.05641679 ,   25.6600363 ,   1000.69012 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007549,   5550.00000 ,   3850.00000 ,   8.05048295 ,   8.05048295 ,   25.6327107 ,   1000.69450 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007550,   5600.00000 ,   3850.00000 ,   8.04492333 ,   8.04492333 ,   25.6093332 ,   1000.69800 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007551,   5650.00000 ,   3850.00000 ,   8.03971695 ,   8.03971695 ,   25.5891183 ,   1000.70082 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007552,   5700.00000 ,   3850.00000 ,   8.03484403 ,   8.03484403 ,   25.5714401 ,   1000.70313 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007553,   5750.00000 ,   3850.00000 ,   8.03028599 ,   8.03028599 ,   25.5558025 ,   1000.70505 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007554,   5800.00000 ,   3850.00000 ,   8.02602537 ,   8.02602537 ,   25.5418139 ,   1000.70667 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007555,   5850.00000 ,   3850.00000 ,   8.02204572 ,   8.02204572 ,   25.5291666 ,   1000.70808 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007556,   5900.00000 ,   3850.00000 ,   8.01833162 ,   8.01833162 ,   25.5176193 ,   1000.70932 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007557,   5950.00000 ,   3850.00000 ,   8.01486850 ,   8.01486850 ,   25.5069838 ,   1000.71044 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007558,   6000.00000 ,   3850.00000 ,   8.01164268 ,   8.01164268 ,   25.4971131 ,   1000.71148 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007559,   6050.00000 ,   3850.00000 ,   8.00864121 ,   8.00864121 ,   25.4878930 ,   1000.71245 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007560,   6100.00000 ,   3850.00000 ,   8.00585189 ,   8.00585189 ,   25.4792342 ,   1000.71337 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007561,   6150.00000 ,   3850.00000 ,   8.00326316 ,   8.00326316 ,   25.4710671 ,   1000.71426 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007562,   6200.00000 ,   3850.00000 ,   8.00086408 ,   8.00086408 ,   25.4633372 ,   1000.71513 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000007563,   6250.00000 ,   3850.00000 ,   7.99864427 ,   7.99864427 ,   25.4560015 ,   1000.71598 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
