node, X coordinate (m), Y coordinate (m), Liquid Pressure (MPa), Temperature (deg C), Liquid Density (kg/m**3), X Permeability (log m**2), Y Permeability (log m**2), Z Permeability (log m**2)
0000000001,   0.00000000 ,   2000.00000 ,   26.9207885 ,   195.345185 ,   887.804313 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000002,   50.0000000 ,   2000.00000 ,   26.5743088 ,   195.372005 ,   887.546938 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000003,   100.000000 ,   2000.00000 ,   26.4146756 ,   195.132557 ,   887.696108 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000004,   150.000000 ,   2000.00000 ,   26.3177208 ,   194.411739 ,   888.397726 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000005,   200.000000 ,   2000.00000 ,   26.2476137 ,   193.212318 ,   889.621001 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000006,   250.000000 ,   2000.00000 ,   26.1918246 ,   191.707934 ,   891.168252 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000007,   300.000000 ,   2000.00000 ,   26.1450342 ,   190.096863 ,   892.823469 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000008,   350.000000 ,   2000.00000 ,   26.1045087 ,   188.554902 ,   894.400535 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000009,   400.000000 ,   2000.00000 ,   26.0686723 ,   187.206242 ,   895.771747 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000010,   450.000000 ,   2000.00000 ,   26.0365252 ,   186.123070 ,   896.865596 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000011,   500.000000 ,   2000.00000 ,   26.0073822 ,   185.335931 ,   897.653923 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000012,   550.000000 ,   2000.00000 ,   25.9807438 ,   184.845120 ,   898.138939 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000013,   600.000000 ,   2000.00000 ,   25.9562290 ,   184.630751 ,   898.342435 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000014,   650.000000 ,   2000.00000 ,   25.9335368 ,   184.660934 ,   898.297444 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000015,   700.000000 ,   2000.00000 ,   25.9124233 ,   184.898136 ,   898.042013 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000016,   750.000000 ,   2000.00000 ,   25.8926870 ,   185.303922 ,   897.614698 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000017,   800.000000 ,   2000.00000 ,   25.8741593 ,   185.842351 ,   897.051373 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000018,   850.000000 ,   2000.00000 ,   25.8566967 ,   186.482966 ,   896.382355 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000019,   900.000000 ,   2000.00000 ,   25.8401741 ,   187.209510 ,   895.623495 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000020,   950.000000 ,   2000.00000 ,   25.8244763 ,   188.079323 ,   894.714551 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000021,   1000.00000 ,   2000.00000 ,   25.8096209 ,   188.867118 ,   893.888056 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000022,   1050.00000 ,   2000.00000 ,   25.7954838 ,   189.547606 ,   893.171108 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000023,   1100.00000 ,   2000.00000 ,   25.7819964 ,   190.148589 ,   892.535579 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000024,   1150.00000 ,   2000.00000 ,   25.7691058 ,   190.689788 ,   891.961417 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000025,   1200.00000 ,   2000.00000 ,   25.7567630 ,   191.185083 ,   891.434457 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000026,   1250.00000 ,   2000.00000 ,   25.7449248 ,   191.644365 ,   890.944575 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000027,   1300.00000 ,   2000.00000 ,   25.7335530 ,   192.074400 ,   890.484842 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000028,   1350.00000 ,   2000.00000 ,   25.7226146 ,   192.476777 ,   890.053727 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000029,   1400.00000 ,   2000.00000 ,   25.7120805 ,   192.856752 ,   889.645807 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000030,   1450.00000 ,   2000.00000 ,   25.7019253 ,   193.219002 ,   889.256233 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000031,   1500.00000 ,   2000.00000 ,   25.6921269 ,   193.566960 ,   888.881439 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000032,   1550.00000 ,   2000.00000 ,   25.6826661 ,   193.903217 ,   888.518730 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000033,   1600.00000 ,   2000.00000 ,   25.6735262 ,   194.229799 ,   888.165995 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000034,   1650.00000 ,   2000.00000 ,   25.6646926 ,   194.548370 ,   887.821498 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000035,   1700.00000 ,   2000.00000 ,   25.6561533 ,   194.860388 ,   887.483712 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000036,   1750.00000 ,   2000.00000 ,   25.6478979 ,   195.167240 ,   887.151179 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000037,   1800.00000 ,   2000.00000 ,   25.6399181 ,   195.470390 ,   886.822351 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000038,   1850.00000 ,   2000.00000 ,   25.6322078 ,   195.771550 ,   886.495410 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000039,   1900.00000 ,   2000.00000 ,   25.6247632 ,   196.072878 ,   886.168051 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000040,   1950.00000 ,   2000.00000 ,   25.6175838 ,   196.377147 ,   885.837300 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000041,   2000.00000 ,   2000.00000 ,   25.6106732 ,   196.687705 ,   885.499555 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000042,   2050.00000 ,   2000.00000 ,   25.6040418 ,   197.007770 ,   885.151339 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000043,   2100.00000 ,   2000.00000 ,   25.5977102 ,   197.338142 ,   884.791762 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000044,   2150.00000 ,   2000.00000 ,   25.5917146 ,   197.671755 ,   884.428421 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000045,   2200.00000 ,   2000.00000 ,   25.5861135 ,   197.982976 ,   884.089004 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000046,   2250.00000 ,   2000.00000 ,   25.5809936 ,   198.210392 ,   883.840009 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000047,   2300.00000 ,   2000.00000 ,   25.5764699 ,   198.237068 ,   883.808134 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000048,   2350.00000 ,   2000.00000 ,   25.5726704 ,   197.885984 ,   884.184582 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000049,   2400.00000 ,   2000.00000 ,   25.5696987 ,   196.965884 ,   885.173304 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000050,   2450.00000 ,   2000.00000 ,   25.5675799 ,   195.386372 ,   886.863949 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000051,   2500.00000 ,   2000.00000 ,   25.5662244 ,   193.266225 ,   889.117119 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000052,   2550.00000 ,   2000.00000 ,   25.5654445 ,   190.900014 ,   891.609263 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000053,   2600.00000 ,   2000.00000 ,   25.5650190 ,   188.574910 ,   894.034908 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000054,   2650.00000 ,   2000.00000 ,   25.5648074 ,   186.444298 ,   896.237560 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000055,   2700.00000 ,   2000.00000 ,   25.5646828 ,   184.551893 ,   898.177920 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000056,   2750.00000 ,   2000.00000 ,   25.5645792 ,   182.873412 ,   899.886376 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000057,   2800.00000 ,   2000.00000 ,   25.5644753 ,   181.361052 ,   901.415686 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000058,   2850.00000 ,   2000.00000 ,   25.5643830 ,   179.958443 ,   902.825545 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000059,   2900.00000 ,   2000.00000 ,   25.5643407 ,   178.597392 ,   904.185905 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000060,   2950.00000 ,   2000.00000 ,   25.5644064 ,   177.195757 ,   905.578945 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000061,   3000.00000 ,   2000.00000 ,   25.5646704 ,   175.664730 ,   907.091523 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000062,   3050.00000 ,   2000.00000 ,   25.5652250 ,   173.919902 ,   908.803849 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000063,   3100.00000 ,   2000.00000 ,   25.5661613 ,   171.872914 ,   910.797167 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000064,   3150.00000 ,   2000.00000 ,   25.5675546 ,   169.445490 ,   913.139252 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000065,   3200.00000 ,   2000.00000 ,   25.5694493 ,   166.576161 ,   915.877457 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000066,   3250.00000 ,   2000.00000 ,   25.5718403 ,   163.220540 ,   919.038354 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000067,   3300.00000 ,   2000.00000 ,   25.5746510 ,   159.344971 ,   922.633821 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000068,   3350.00000 ,   2000.00000 ,   25.5777002 ,   154.918045 ,   926.668828 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000069,   3400.00000 ,   2000.00000 ,   25.5806433 ,   149.906600 ,   931.144517 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000070,   3450.00000 ,   2000.00000 ,   25.5828384 ,   144.297497 ,   936.038531 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000071,   3500.00000 ,   2000.00000 ,   25.5990385 ,   137.661327 ,   941.679577 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000072,   3550.00000 ,   2000.00000 ,   25.6302634 ,   129.588441 ,   948.319726 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000073,   3600.00000 ,   2000.00000 ,   25.6604587 ,   122.470105 ,   953.968026 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000074,   3650.00000 ,   2000.00000 ,   25.6897532 ,   115.601805 ,   959.232112 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000075,   3700.00000 ,   2000.00000 ,   25.7181620 ,   109.089069 ,   964.053636 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000076,   3750.00000 ,   2000.00000 ,   25.7456926 ,   102.989309 ,   968.417378 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000077,   3800.00000 ,   2000.00000 ,   25.7723706 ,   97.3317099 ,   972.331230 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000078,   3850.00000 ,   2000.00000 ,   25.7982440 ,   92.1276661 ,   975.815739 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000079,   3900.00000 ,   2000.00000 ,   25.8233813 ,   87.3766065 ,   978.898326 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000080,   3950.00000 ,   2000.00000 ,   25.8478658 ,   83.0695038 ,   981.609879 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000081,   4000.00000 ,   2000.00000 ,   25.8717907 ,   79.1911722 ,   983.982632 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000082,   4050.00000 ,   2000.00000 ,   25.8952534 ,   75.7218994 ,   986.048794 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000083,   4100.00000 ,   2000.00000 ,   25.9183505 ,   72.6386924 ,   987.839646 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000084,   4150.00000 ,   2000.00000 ,   25.9411739 ,   69.9162804 ,   989.384945 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000085,   4200.00000 ,   2000.00000 ,   25.9638067 ,   67.5279553 ,   990.712558 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000086,   4250.00000 ,   2000.00000 ,   25.9863216 ,   65.4462854 ,   991.848246 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000087,   4300.00000 ,   2000.00000 ,   26.0087792 ,   63.6437253 ,   992.815583 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000088,   4350.00000 ,   2000.00000 ,   26.0312276 ,   62.0931313 ,   993.635948 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000089,   4400.00000 ,   2000.00000 ,   26.0537028 ,   60.7681881 ,   994.328595 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000090,   4450.00000 ,   2000.00000 ,   26.0762295 ,   59.6437520 ,   994.910747 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000091,   4500.00000 ,   2000.00000 ,   26.0988228 ,   58.6961144 ,   995.397731 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000092,   4550.00000 ,   2000.00000 ,   26.1214892 ,   57.9031920 ,   995.803115 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000093,   4600.00000 ,   2000.00000 ,   26.1442286 ,   57.2446495 ,   996.138854 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000094,   4650.00000 ,   2000.00000 ,   26.1670357 ,   56.7019625 ,   996.415436 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000095,   4700.00000 ,   2000.00000 ,   26.1899013 ,   56.2584290 ,   996.642017 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000096,   4750.00000 ,   2000.00000 ,   26.2128139 ,   55.8991376 ,   996.826553 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000097,   4800.00000 ,   2000.00000 ,   26.2357599 ,   55.6109011 ,   996.975927 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000098,   4850.00000 ,   2000.00000 ,   26.2587252 ,   55.3821633 ,   997.096056 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000099,   4900.00000 ,   2000.00000 ,   26.2816953 ,   55.2028868 ,   997.192006 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000100,   4950.00000 ,   2000.00000 ,   26.3046558 ,   55.0644281 ,   997.268085 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000101,   5000.00000 ,   2000.00000 ,   26.3275929 ,   54.9594066 ,   997.327937 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000102,   5050.00000 ,   2000.00000 ,   26.3504931 ,   54.8815720 ,   997.374623 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000103,   5100.00000 ,   2000.00000 ,   26.3733440 ,   54.8256735 ,   997.410699 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000104,   5150.00000 ,   2000.00000 ,   26.3961336 ,   54.7873350 ,   997.438286 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000105,   5200.00000 ,   2000.00000 ,   26.4188507 ,   54.7629379 ,   997.459130 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000106,   5250.00000 ,   2000.00000 ,   26.4414848 ,   54.7495130 ,   997.474662 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000107,   5300.00000 ,   2000.00000 ,   26.4640262 ,   54.7446427 ,   997.486041 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000108,   5350.00000 ,   2000.00000 ,   26.4864655 ,   54.7463730 ,   997.494204 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000109,   5400.00000 ,   2000.00000 ,   26.5087939 ,   54.7531372 ,   997.499901 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000110,   5450.00000 ,   2000.00000 ,   26.5310034 ,   54.7636879 ,   997.503728 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000111,   5500.00000 ,   2000.00000 ,   26.5530859 ,   54.7770401 ,   997.506156 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000112,   5550.00000 ,   2000.00000 ,   26.5750340 ,   54.7924211 ,   997.507551 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000113,   5600.00000 ,   2000.00000 ,   26.5968405 ,   54.8092303 ,   997.508201 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000114,   5650.00000 ,   2000.00000 ,   26.6184985 ,   54.8270038 ,   997.508324 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000115,   5700.00000 ,   2000.00000 ,   26.6400015 ,   54.8453866 ,   997.508089 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000116,   5750.00000 ,   2000.00000 ,   26.6613432 ,   54.8641092 ,   997.507624 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000117,   5800.00000 ,   2000.00000 ,   26.6825172 ,   54.8829686 ,   997.507022 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000118,   5850.00000 ,   2000.00000 ,   26.7035179 ,   54.9018139 ,   997.506356 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000119,   5900.00000 ,   2000.00000 ,   26.7243393 ,   54.9205334 ,   997.505675 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000120,   5950.00000 ,   2000.00000 ,   26.7449761 ,   54.9390462 ,   997.505017 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000121,   6000.00000 ,   2000.00000 ,   26.7654227 ,   54.9572938 ,   997.504408 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000122,   6050.00000 ,   2000.00000 ,   26.7856741 ,   54.9752354 ,   997.503866 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000123,   6100.00000 ,   2000.00000 ,   26.8057253 ,   54.9928426 ,   997.503402 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000124,   6150.00000 ,   2000.00000 ,   26.8255714 ,   55.0100967 ,   997.503025 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000125,   6200.00000 ,   2000.00000 ,   26.8452077 ,   55.0269860 ,   997.502736 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000126,   6250.00000 ,   2000.00000 ,   26.8646297 ,   55.0435037 ,   997.502539 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000127,   6300.00000 ,   2000.00000 ,   26.8838331 ,   55.0596470 ,   997.502433 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000128,   6350.00000 ,   2000.00000 ,   26.9028138 ,   55.0754153 ,   997.502417 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000129,   6400.00000 ,   2000.00000 ,   26.9215676 ,   55.0908103 ,   997.502488 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000130,   6450.00000 ,   2000.00000 ,   26.9400908 ,   55.1058349 ,   997.502644 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000131,   6500.00000 ,   2000.00000 ,   26.9583797 ,   55.1204929 ,   997.502881 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000132,   6550.00000 ,   2000.00000 ,   26.9764308 ,   55.1347889 ,   997.503196 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000133,   6600.00000 ,   2000.00000 ,   26.9942407 ,   55.1487279 ,   997.503586 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000134,   6650.00000 ,   2000.00000 ,   27.0118063 ,   55.1623151 ,   997.504046 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000135,   6700.00000 ,   2000.00000 ,   27.0291245 ,   55.1755563 ,   997.504572 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000136,   6750.00000 ,   2000.00000 ,   27.0461926 ,   55.1884571 ,   997.505162 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000137,   6800.00000 ,   2000.00000 ,   27.0630079 ,   55.2010233 ,   997.505810 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000138,   6850.00000 ,   2000.00000 ,   27.0795677 ,   55.2132610 ,   997.506514 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000139,   6900.00000 ,   2000.00000 ,   27.0958700 ,   55.2251762 ,   997.507270 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000140,   6950.00000 ,   2000.00000 ,   27.1119123 ,   55.2367749 ,   997.508074 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000141,   7000.00000 ,   2000.00000 ,   27.1276929 ,   55.2480634 ,   997.508921 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000142,   7050.00000 ,   2000.00000 ,   27.1432099 ,   55.2590478 ,   997.509809 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000143,   7100.00000 ,   2000.00000 ,   27.1584618 ,   55.2697343 ,   997.510735 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000144,   7150.00000 ,   2000.00000 ,   27.1734458 ,   55.2801289 ,   997.511693 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000145,   7200.00000 ,   2000.00000 ,   27.1881612 ,   55.2902382 ,   997.512681 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000146,   7250.00000 ,   2000.00000 ,   27.2026070 ,   55.3000692 ,   997.513695 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000147,   7300.00000 ,   2000.00000 ,   27.2167823 ,   55.3096289 ,   997.514732 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000148,   7350.00000 ,   2000.00000 ,   27.2306863 ,   55.3189246 ,   997.515786 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000149,   7400.00000 ,   2000.00000 ,   27.2443181 ,   55.3279640 ,   997.516856 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000150,   7450.00000 ,   2000.00000 ,   27.2576773 ,   55.3367548 ,   997.517936 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000151,   7500.00000 ,   2000.00000 ,   27.2707633 ,   55.3453056 ,   997.519022 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000152,   7550.00000 ,   2000.00000 ,   27.2835758 ,   55.3536252 ,   997.520110 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000153,   7600.00000 ,   2000.00000 ,   27.2961145 ,   55.3617234 ,   997.521196 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000154,   7650.00000 ,   2000.00000 ,   27.3083792 ,   55.3696105 ,   997.522274 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000155,   7700.00000 ,   2000.00000 ,   27.3203699 ,   55.3772981 ,   997.523338 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000156,   7750.00000 ,   2000.00000 ,   27.3320867 ,   55.3847990 ,   997.524383 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000157,   7800.00000 ,   2000.00000 ,   27.3435296 ,   55.3921272 ,   997.525401 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000158,   7850.00000 ,   2000.00000 ,   27.3546990 ,   55.3992986 ,   997.526386 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000159,   7900.00000 ,   2000.00000 ,   27.3655951 ,   55.4063310 ,   997.527329 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000160,   7950.00000 ,   2000.00000 ,   27.3762183 ,   55.4132443 ,   997.528219 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000161,   8000.00000 ,   2000.00000 ,   27.3865692 ,   55.4200612 ,   997.529048 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000162,   8050.00000 ,   2000.00000 ,   27.3966481 ,   55.4268074 ,   997.529801 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000163,   8100.00000 ,   2000.00000 ,   27.4064557 ,   55.4335120 ,   997.530466 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000164,   8150.00000 ,   2000.00000 ,   27.4159927 ,   55.4402078 ,   997.531027 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000165,   8200.00000 ,   2000.00000 ,   27.4252596 ,   55.4469323 ,   997.531466 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000166,   8250.00000 ,   2000.00000 ,   27.4342571 ,   55.4537277 ,   997.531763 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000167,   8300.00000 ,   2000.00000 ,   27.4429860 ,   55.4606418 ,   997.531895 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000168,   8350.00000 ,   2000.00000 ,   27.4514468 ,   55.4677288 ,   997.531835 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000169,   8400.00000 ,   2000.00000 ,   27.4596399 ,   55.4750496 ,   997.531555 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000170,   8450.00000 ,   2000.00000 ,   27.4675674 ,   55.4826736 ,   997.531022 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000171,   8500.00000 ,   2000.00000 ,   27.4752300 ,   55.4906780 ,   997.530198 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000172,   8550.00000 ,   2000.00000 ,   27.4826283 ,   55.4991497 ,   997.529042 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000173,   8600.00000 ,   2000.00000 ,   27.4897634 ,   55.5081857 ,   997.527507 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000174,   8650.00000 ,   2000.00000 ,   27.4966359 ,   55.5178945 ,   997.525540 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000175,   8700.00000 ,   2000.00000 ,   27.5032467 ,   55.5283972 ,   997.523084 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000176,   8750.00000 ,   2000.00000 ,   27.5095966 ,   55.5398291 ,   997.520072 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000177,   8800.00000 ,   2000.00000 ,   27.5156865 ,   55.5523410 ,   997.516432 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000178,   8850.00000 ,   2000.00000 ,   27.5215171 ,   55.5661010 ,   997.512082 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000179,   8900.00000 ,   2000.00000 ,   27.5270891 ,   55.5812967 ,   997.506931 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000180,   8950.00000 ,   2000.00000 ,   27.5324033 ,   55.5981378 ,   997.500878 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000181,   9000.00000 ,   2000.00000 ,   27.5374603 ,   55.6168591 ,   997.493808 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
