node, X coordinate (m), Y coordinate (m), Liquid Pressure (MPa), Temperature (deg C), Liquid Density (kg/m**3), X Permeability (log m**2), Y Permeability (log m**2), Z Permeability (log m**2)
0000000001,   0.00000000 ,   0.00000000 ,   43.2199049 ,   275.000000 ,   804.500739 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000002,   50.0000000 ,   0.00000000 ,   43.2250656 ,   275.000000 ,   804.505925 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000003,   100.000000 ,   0.00000000 ,   43.2365310 ,   275.000000 ,   804.517446 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000004,   150.000000 ,   0.00000000 ,   43.2498455 ,   275.000000 ,   804.530824 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000005,   200.000000 ,   0.00000000 ,   43.2629913 ,   275.000000 ,   804.544031 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000006,   250.000000 ,   0.00000000 ,   43.2757689 ,   275.000000 ,   804.556866 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000007,   300.000000 ,   0.00000000 ,   43.2886677 ,   275.000000 ,   804.569822 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000008,   350.000000 ,   0.00000000 ,   43.3021455 ,   275.000000 ,   804.583358 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000009,   400.000000 ,   0.00000000 ,   43.3164946 ,   275.000000 ,   804.597768 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000010,   450.000000 ,   0.00000000 ,   43.3322689 ,   275.000000 ,   804.613607 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000011,   500.000000 ,   0.00000000 ,   43.3509979 ,   274.999999 ,   804.632411 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000012,   550.000000 ,   0.00000000 ,   43.3900526 ,   159.648864 ,   931.721651 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000013,   600.000000 ,   0.00000000 ,   43.4123280 ,   148.129459 ,   941.599249 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000014,   650.000000 ,   0.00000000 ,   43.4266591 ,   146.759171 ,   942.749286 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000015,   700.000000 ,   0.00000000 ,   43.4374556 ,   146.844592 ,   942.683331 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000016,   750.000000 ,   0.00000000 ,   43.4464841 ,   147.098119 ,   942.476524 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000017,   800.000000 ,   0.00000000 ,   43.4545030 ,   147.301281 ,   942.311021 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000018,   850.000000 ,   0.00000000 ,   43.4618764 ,   147.430395 ,   942.206852 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000019,   900.000000 ,   0.00000000 ,   43.4687997 ,   147.496815 ,   942.154732 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000020,   950.000000 ,   0.00000000 ,   43.4753879 ,   147.514806 ,   942.142854 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000021,   1000.00000 ,   0.00000000 ,   43.4817140 ,   147.495761 ,   942.161754 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000022,   1050.00000 ,   0.00000000 ,   43.4878276 ,   147.447979 ,   942.204523 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000023,   1100.00000 ,   0.00000000 ,   43.4937639 ,   147.377401 ,   942.266210 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000024,   1150.00000 ,   0.00000000 ,   43.4995487 ,   147.288315 ,   942.343235 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000025,   1200.00000 ,   0.00000000 ,   43.5052019 ,   147.183868 ,   942.432967 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000026,   1250.00000 ,   0.00000000 ,   43.5107388 ,   147.066423 ,   942.533429 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000027,   1300.00000 ,   0.00000000 ,   43.5161718 ,   146.937795 ,   942.643100 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000028,   1350.00000 ,   0.00000000 ,   43.5215107 ,   146.799408 ,   942.760785 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000029,   1400.00000 ,   0.00000000 ,   43.5267637 ,   146.652404 ,   942.885525 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000030,   1450.00000 ,   0.00000000 ,   43.5319372 ,   146.497719 ,   943.016531 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000031,   1500.00000 ,   0.00000000 ,   43.5370369 ,   146.336134 ,   943.153146 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000032,   1550.00000 ,   0.00000000 ,   43.5420672 ,   146.168315 ,   943.294808 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000033,   1600.00000 ,   0.00000000 ,   43.5470317 ,   145.994839 ,   943.441028 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000034,   1650.00000 ,   0.00000000 ,   43.5519335 ,   145.816218 ,   943.591374 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000035,   1700.00000 ,   0.00000000 ,   43.5567749 ,   145.632912 ,   943.745456 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000036,   1750.00000 ,   0.00000000 ,   43.5615577 ,   145.445346 ,   943.902916 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000037,   1800.00000 ,   0.00000000 ,   43.5662832 ,   145.253918 ,   944.063417 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000038,   1850.00000 ,   0.00000000 ,   43.5709522 ,   145.059006 ,   944.226638 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000039,   1900.00000 ,   0.00000000 ,   43.5755652 ,   144.860981 ,   944.392268 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000040,   1950.00000 ,   0.00000000 ,   43.5801220 ,   144.660207 ,   944.559999 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000041,   2000.00000 ,   0.00000000 ,   43.5846221 ,   144.457056 ,   944.729521 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000042,   2050.00000 ,   0.00000000 ,   43.5890648 ,   144.251906 ,   944.900515 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000043,   2100.00000 ,   0.00000000 ,   43.5934485 ,   144.045151 ,   945.072654 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000044,   2150.00000 ,   0.00000000 ,   43.5977715 ,   143.837208 ,   945.245589 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000045,   2200.00000 ,   0.00000000 ,   43.6020317 ,   143.628523 ,   945.418953 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000046,   2250.00000 ,   0.00000000 ,   43.6062262 ,   143.419579 ,   945.592347 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000047,   2300.00000 ,   0.00000000 ,   43.6103518 ,   143.210902 ,   945.765335 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000048,   2350.00000 ,   0.00000000 ,   43.6144048 ,   143.003078 ,   945.937439 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000049,   2400.00000 ,   0.00000000 ,   43.6183808 ,   142.796757 ,   946.108126 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000050,   2450.00000 ,   0.00000000 ,   43.6222749 ,   142.592672 ,   946.276799 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000051,   2500.00000 ,   0.00000000 ,   43.6260815 ,   142.391654 ,   946.442780 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000052,   2550.00000 ,   0.00000000 ,   43.6297943 ,   142.194654 ,   946.605299 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000053,   2600.00000 ,   0.00000000 ,   43.6334063 ,   142.002765 ,   946.763469 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000054,   2650.00000 ,   0.00000000 ,   43.6369096 ,   141.817257 ,   946.916261 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000055,   2700.00000 ,   0.00000000 ,   43.6402955 ,   141.639612 ,   947.062479 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000056,   2750.00000 ,   0.00000000 ,   43.6435542 ,   141.471574 ,   947.200714 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000057,   2800.00000 ,   0.00000000 ,   43.6466751 ,   141.315206 ,   947.329300 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000058,   2850.00000 ,   0.00000000 ,   43.6496465 ,   141.172965 ,   947.446257 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000059,   2900.00000 ,   0.00000000 ,   43.6524553 ,   141.047797 ,   947.549206 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000060,   2950.00000 ,   0.00000000 ,   43.6550878 ,   140.943250 ,   947.635285 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000061,   3000.00000 ,   0.00000000 ,   43.6575287 ,   140.863619 ,   947.701025 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000062,   3050.00000 ,   0.00000000 ,   43.6597620 ,   140.814125 ,   947.742205 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000063,   3100.00000 ,   0.00000000 ,   43.6617711 ,   140.801118 ,   947.753682 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000064,   3150.00000 ,   0.00000000 ,   43.6635389 ,   140.832315 ,   947.729195 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000065,   3200.00000 ,   0.00000000 ,   43.6650490 ,   140.917022 ,   947.661173 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000066,   3250.00000 ,   0.00000000 ,   43.6662875 ,   141.066248 ,   947.540622 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000067,   3300.00000 ,   0.00000000 ,   43.6672446 ,   141.292498 ,   947.357279 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000068,   3350.00000 ,   0.00000000 ,   43.6679193 ,   141.608660 ,   947.100475 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000069,   3400.00000 ,   0.00000000 ,   43.6683257 ,   142.024726 ,   946.761780 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000070,   3450.00000 ,   0.00000000 ,   43.6685041 ,   142.539245 ,   946.341969 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000071,   3500.00000 ,   0.00000000 ,   43.6685418 ,   143.117635 ,   945.868886 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000000072,   3550.00000 ,   0.00000000 ,   43.6784009 ,   143.658707 ,   945.429882 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000073,   3600.00000 ,   0.00000000 ,   43.6980676 ,   144.126284 ,   945.054938 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000074,   3650.00000 ,   0.00000000 ,   43.7176828 ,   144.505189 ,   944.752301 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000075,   3700.00000 ,   0.00000000 ,   43.7372272 ,   144.791374 ,   944.525634 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000076,   3750.00000 ,   0.00000000 ,   43.7566943 ,   144.986577 ,   944.373762 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000077,   3800.00000 ,   0.00000000 ,   43.7760801 ,   145.095519 ,   944.292959 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000078,   3850.00000 ,   0.00000000 ,   43.7953798 ,   145.124373 ,   944.278211 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000079,   3900.00000 ,   0.00000000 ,   43.8145871 ,   145.079906 ,   944.323947 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000080,   3950.00000 ,   0.00000000 ,   43.8336943 ,   144.968991 ,   944.424449 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000081,   4000.00000 ,   0.00000000 ,   43.8526929 ,   144.798338 ,   944.574099 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000082,   4050.00000 ,   0.00000000 ,   43.8715733 ,   144.574346 ,   944.767512 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000083,   4100.00000 ,   0.00000000 ,   43.8903257 ,   144.303023 ,   944.999614 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000084,   4150.00000 ,   0.00000000 ,   43.9089401 ,   143.989958 ,   945.265671 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000085,   4200.00000 ,   0.00000000 ,   43.9274065 ,   143.640317 ,   945.561302 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000086,   4250.00000 ,   0.00000000 ,   43.9457148 ,   143.258852 ,   945.882479 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000087,   4300.00000 ,   0.00000000 ,   43.9638556 ,   142.849915 ,   946.225509 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000088,   4350.00000 ,   0.00000000 ,   43.9818195 ,   142.417491 ,   946.587022 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000089,   4400.00000 ,   0.00000000 ,   43.9995975 ,   141.965213 ,   946.963948 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000090,   4450.00000 ,   0.00000000 ,   44.0171813 ,   141.496395 ,   947.353496 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000091,   4500.00000 ,   0.00000000 ,   44.0345630 ,   141.014051 ,   947.753138 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000092,   4550.00000 ,   0.00000000 ,   44.0517350 ,   140.520922 ,   948.160583 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000093,   4600.00000 ,   0.00000000 ,   44.0686903 ,   140.019500 ,   948.573763 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000094,   4650.00000 ,   0.00000000 ,   44.0854226 ,   139.512042 ,   948.990813 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000095,   4700.00000 ,   0.00000000 ,   44.1019260 ,   139.000595 ,   949.410053 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000096,   4750.00000 ,   0.00000000 ,   44.1181949 ,   138.487012 ,   949.829974 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000097,   4800.00000 ,   0.00000000 ,   44.1342245 ,   137.972967 ,   950.249223 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000098,   4850.00000 ,   0.00000000 ,   44.1500104 ,   137.459969 ,   950.666590 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000099,   4900.00000 ,   0.00000000 ,   44.1655485 ,   136.949380 ,   951.080996 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000100,   4950.00000 ,   0.00000000 ,   44.1808355 ,   136.442420 ,   951.491482 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000101,   5000.00000 ,   0.00000000 ,   44.1958682 ,   135.940184 ,   951.897198 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000102,   5050.00000 ,   0.00000000 ,   44.2106441 ,   135.443652 ,   952.297393 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000103,   5100.00000 ,   0.00000000 ,   44.2251610 ,   134.953692 ,   952.691409 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000104,   5150.00000 ,   0.00000000 ,   44.2394171 ,   134.471079 ,   953.078671 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000105,   5200.00000 ,   0.00000000 ,   44.2534111 ,   133.996493 ,   953.458679 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000106,   5250.00000 ,   0.00000000 ,   44.2671419 ,   133.530532 ,   953.831004 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000107,   5300.00000 ,   0.00000000 ,   44.2806089 ,   133.073717 ,   954.195281 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000108,   5350.00000 ,   0.00000000 ,   44.2938118 ,   132.626497 ,   954.551201 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000109,   5400.00000 ,   0.00000000 ,   44.3067507 ,   132.189258 ,   954.898510 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000110,   5450.00000 ,   0.00000000 ,   44.3194257 ,   131.762324 ,   955.237002 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000111,   5500.00000 ,   0.00000000 ,   44.3318377 ,   131.345963 ,   955.566513 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000112,   5550.00000 ,   0.00000000 ,   44.3439874 ,   130.940396 ,   955.886921 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000113,   5600.00000 ,   0.00000000 ,   44.3558760 ,   130.545792 ,   956.198139 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000114,   5650.00000 ,   0.00000000 ,   44.3675051 ,   130.162281 ,   956.500115 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000115,   5700.00000 ,   0.00000000 ,   44.3788761 ,   129.789952 ,   956.792825 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000116,   5750.00000 ,   0.00000000 ,   44.3899910 ,   129.428859 ,   957.076273 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000117,   5800.00000 ,   0.00000000 ,   44.4008518 ,   129.079021 ,   957.350487 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000118,   5850.00000 ,   0.00000000 ,   44.4114608 ,   128.740428 ,   957.615517 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000119,   5900.00000 ,   0.00000000 ,   44.4218205 ,   128.413043 ,   957.871434 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000120,   5950.00000 ,   0.00000000 ,   44.4319334 ,   128.096802 ,   958.118325 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000121,   6000.00000 ,   0.00000000 ,   44.4418023 ,   127.791621 ,   958.356294 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000122,   6050.00000 ,   0.00000000 ,   44.4514300 ,   127.497392 ,   958.585460 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000123,   6100.00000 ,   0.00000000 ,   44.4608196 ,   127.213991 ,   958.805953 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000124,   6150.00000 ,   0.00000000 ,   44.4699742 ,   126.941276 ,   959.017916 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000125,   6200.00000 ,   0.00000000 ,   44.4788971 ,   126.679091 ,   959.221498 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000126,   6250.00000 ,   0.00000000 ,   44.4875915 ,   126.427265 ,   959.416861 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000127,   6300.00000 ,   0.00000000 ,   44.4960609 ,   126.185617 ,   959.604171 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000128,   6350.00000 ,   0.00000000 ,   44.5043087 ,   125.953956 ,   959.783601 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000129,   6400.00000 ,   0.00000000 ,   44.5123385 ,   125.732079 ,   959.955331 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000130,   6450.00000 ,   0.00000000 ,   44.5201538 ,   125.519778 ,   960.119542 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000131,   6500.00000 ,   0.00000000 ,   44.5277583 ,   125.316838 ,   960.276421 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000132,   6550.00000 ,   0.00000000 ,   44.5351557 ,   125.123037 ,   960.426156 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000133,   6600.00000 ,   0.00000000 ,   44.5423496 ,   124.938151 ,   960.568937 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000134,   6650.00000 ,   0.00000000 ,   44.5493438 ,   124.761952 ,   960.704957 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000135,   6700.00000 ,   0.00000000 ,   44.5561420 ,   124.594207 ,   960.834408 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000136,   6750.00000 ,   0.00000000 ,   44.5627479 ,   124.434683 ,   960.957481 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000137,   6800.00000 ,   0.00000000 ,   44.5691653 ,   124.283148 ,   961.074369 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000138,   6850.00000 ,   0.00000000 ,   44.5753979 ,   124.139366 ,   961.185262 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000139,   6900.00000 ,   0.00000000 ,   44.5814494 ,   124.003104 ,   961.290349 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000140,   6950.00000 ,   0.00000000 ,   44.5873234 ,   123.874129 ,   961.389817 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000141,   7000.00000 ,   0.00000000 ,   44.5930238 ,   123.752211 ,   961.483853 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000142,   7050.00000 ,   0.00000000 ,   44.5985540 ,   123.637120 ,   961.572637 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000143,   7100.00000 ,   0.00000000 ,   44.6039178 ,   123.528630 ,   961.656351 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000144,   7150.00000 ,   0.00000000 ,   44.6091186 ,   123.426518 ,   961.735170 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000145,   7200.00000 ,   0.00000000 ,   44.6141601 ,   123.330564 ,   961.809267 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000146,   7250.00000 ,   0.00000000 ,   44.6190457 ,   123.240553 ,   961.878813 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000147,   7300.00000 ,   0.00000000 ,   44.6237788 ,   123.156273 ,   961.943972 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000148,   7350.00000 ,   0.00000000 ,   44.6283629 ,   123.077517 ,   962.004906 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000149,   7400.00000 ,   0.00000000 ,   44.6328012 ,   123.004083 ,   962.061773 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000150,   7450.00000 ,   0.00000000 ,   44.6370972 ,   122.935774 ,   962.114725 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000151,   7500.00000 ,   0.00000000 ,   44.6412538 ,   122.872398 ,   962.163912 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000152,   7550.00000 ,   0.00000000 ,   44.6452745 ,   122.813768 ,   962.209476 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000153,   7600.00000 ,   0.00000000 ,   44.6491621 ,   122.759706 ,   962.251558 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000154,   7650.00000 ,   0.00000000 ,   44.6529198 ,   122.710035 ,   962.290291 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000155,   7700.00000 ,   0.00000000 ,   44.6565506 ,   122.664589 ,   962.325806 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000156,   7750.00000 ,   0.00000000 ,   44.6600573 ,   122.623203 ,   962.358225 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000157,   7800.00000 ,   0.00000000 ,   44.6634428 ,   122.585724 ,   962.387670 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000158,   7850.00000 ,   0.00000000 ,   44.6667098 ,   122.552001 ,   962.414253 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000159,   7900.00000 ,   0.00000000 ,   44.6698611 ,   122.521892 ,   962.438085 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000160,   7950.00000 ,   0.00000000 ,   44.6728992 ,   122.495262 ,   962.459268 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000161,   8000.00000 ,   0.00000000 ,   44.6758268 ,   122.471981 ,   962.477901 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000162,   8050.00000 ,   0.00000000 ,   44.6786463 ,   122.451927 ,   962.494077 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000163,   8100.00000 ,   0.00000000 ,   44.6813601 ,   122.434986 ,   962.507883 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000164,   8150.00000 ,   0.00000000 ,   44.6839705 ,   122.421050 ,   962.519402 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000165,   8200.00000 ,   0.00000000 ,   44.6864799 ,   122.410020 ,   962.528708 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000166,   8250.00000 ,   0.00000000 ,   44.6888905 ,   122.401803 ,   962.535872 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000167,   8300.00000 ,   0.00000000 ,   44.6912042 ,   122.396316 ,   962.540958 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000168,   8350.00000 ,   0.00000000 ,   44.6934234 ,   122.393481 ,   962.544024 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000169,   8400.00000 ,   0.00000000 ,   44.6955498 ,   122.393233 ,   962.545121 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000170,   8450.00000 ,   0.00000000 ,   44.6975854 ,   122.395511 ,   962.544293 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000171,   8500.00000 ,   0.00000000 ,   44.6995321 ,   122.400266 ,   962.541580 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000172,   8550.00000 ,   0.00000000 ,   44.7013917 ,   122.407459 ,   962.537010 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000173,   8600.00000 ,   0.00000000 ,   44.7031658 ,   122.417061 ,   962.530606 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000174,   8650.00000 ,   0.00000000 ,   44.7048561 ,   122.429053 ,   962.522383 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000175,   8700.00000 ,   0.00000000 ,   44.7064642 ,   122.443429 ,   962.512344 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000176,   8750.00000 ,   0.00000000 ,   44.7079915 ,   122.460197 ,   962.500485 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000177,   8800.00000 ,   0.00000000 ,   44.7094395 ,   122.479378 ,   962.486790 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000178,   8850.00000 ,   0.00000000 ,   44.7108096 ,   122.501011 ,   962.471231 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000179,   8900.00000 ,   0.00000000 ,   44.7121031 ,   122.525152 ,   962.453765 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000180,   8950.00000 ,   0.00000000 ,   44.7133212 ,   122.551878 ,   962.434335 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000181,   9000.00000 ,   0.00000000 ,   44.7144650 ,   122.581291 ,   962.412864 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000182,   9050.00000 ,   0.00000000 ,   44.7155357 ,   122.613520 ,   962.389256 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000000183,   9100.00000 ,   0.00000000 ,   44.7165344 ,   122.648729 ,   962.363387 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
