ZONE T ="Simulation time   36500000.0    days"
 0000000001    43.2199049    43.2199049    275.000000    804.500739    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000002    43.2250656    43.2250656    275.000000    804.505925    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000003    43.2365310    43.2365310    275.000000    804.517446    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000004    43.2498455    43.2498455    275.000000    804.530824    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000005    43.2629913    43.2629913    275.000000    804.544031    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000006    43.2757689    43.2757689    275.000000    804.556866    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000007    43.2886677    43.2886677    275.000000    804.569822    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000008    43.3021455    43.3021455    275.000000    804.583358    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000009    43.3164946    43.3164946    275.000000    804.597768    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000010    43.3322689    43.3322689    275.000000    804.613607    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000011    43.3509979    43.3509979    274.999999    804.632411    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000012    43.3900526    43.3900526    159.648864    931.721651    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000013    43.4123280    43.4123280    148.129459    941.599249    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000014    43.4266591    43.4266591    146.759171    942.749286    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000015    43.4374556    43.4374556    146.844592    942.683331    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000016    43.4464841    43.4464841    147.098119    942.476524    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000017    43.4545030    43.4545030    147.301281    942.311021    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000018    43.4618764    43.4618764    147.430395    942.206852    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000019    43.4687997    43.4687997    147.496815    942.154732    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000020    43.4753879    43.4753879    147.514806    942.142854    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000021    43.4817140    43.4817140    147.495761    942.161754    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000022    43.4878276    43.4878276    147.447979    942.204523    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000023    43.4937639    43.4937639    147.377401    942.266210    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000024    43.4995487    43.4995487    147.288315    942.343235    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000025    43.5052019    43.5052019    147.183868    942.432967    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000026    43.5107388    43.5107388    147.066423    942.533429    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000027    43.5161718    43.5161718    146.937795    942.643100    0.00000000   -13.6020600   -13.6020600   -13.6020600
 0000000028    43.5215107    43.5215107    146.799408    942.760785    0.00000000   -13.6020600   -13.6020600   -13.6020600
